"CellId","AltFreq","AltPos","PairId","MinMax_Median","MinMax_Mode1","MinMax_Mode2","MinMax_ModeDen1","MinMax_ModeDen2","MinMax_Dec1Prob","MinMax_Dec2Prob","MinMax_Dec3Prob","MinMax_Dec4Prob","MinMax_Dec5Prob","MinMax_Dec6Prob","MinMax_Dec7Prob","MinMax_Dec8Prob","MinMax_Dec9Prob","MinMax_Dec10Prob","LS75_Median","LS125_Median","LS200_Median","LS300_Median","LS500_Median","Alpha_bar_median","Alpha_bar_Mode1","Alpha_bar_Mode2","Alpha_bar_ModeDen1","Alpha_bar_ModeDen2","Alpha_bar_Dec1Prob","Alpha_bar_Dec2Prob","Alpha_bar_Dec3Prob","Alpha_bar_Dec4Prob","Alpha_bar_Dec5Prob","Alpha_bar_Dec6Prob","Alpha_bar_Dec7Prob","Alpha_bar_Dec8Prob","Alpha_bar_Dec9Prob","Alpha_bar_Dec10Prob","Switch_0.2Mean","Switch_0.4Mean","Switch_0.6Mean"
"YKIC110411Loc_DoubleSound",1100,-6,NA,0.128302213571192,0.057380305703107,0.92092171761985,2.81543454647832,0.116928667729114,0.46,0.16,0.14,0.06,0.08,0.06,0.02,0,0,0.02,0.0259923500107434,0.0196885603042981,0.00656529745808698,0.0948944296517106,0.361967730281728,0.719308744436661,0.862001952516826,0.609526509421075,2.22668102251719,1.93467945600957,0.105263157894737,0,0,0,0.0460526315789474,0.151315789473684,0.173245614035088,0.197368421052632,0.217105263157895,0.109649122807018,0.61,0.22,0.04
"YKIC110411Loc_DoubleSound",903,-6,NA,0.257791376812799,0.0722020502184323,NA,1.68954813476549,NA,0.3,0.12,0.12,0.15,0.09,0.05,0.07,0.05,0.05,0,0.043166681044004,0.207952276496346,0.0535290138596122,0.160229921887975,0.0221522719116076,0.737678745557967,0.835629975270459,0.0724111724731131,2.27198008884356,0.587920898496719,0.08,0.0766666666666667,0.0333333333333333,0.0483333333333333,0.05,0.0616666666666667,0.113333333333333,0.16,0.296666666666667,0.08,0.94,0.38,0.19
"YKIC080311Loc_DoubleSound",1100,24,NA,0.0384169642311082,0.0198980869741643,0.219356223167793,8.84969174373302,0.706253452330223,0.76,0.11,0.04,0.05,0,0,0.02,0.02,0,0,0.00845400117781047,0.0103134599015148,0.0230392865112965,0.117301618380084,0.486689540735768,0.962329006292702,0.964025522559479,0.748233786337609,13.4954214442717,1.47769635396922,0.0595238095238095,0.0833333333333333,0,0,0,0,0,0.0714285714285714,0.0714285714285714,0.714285714285714,0.17,0.05,0.04
"YKIC102811_1Loc_DoubleSound",500,6,NA,0.0522673413543288,0.0345214276378654,0.145828005349174,9.21799553722973,2.03868683292583,0.75,0.19,0.04,0.01,0,0.01,0,0,0,0,0.0896378500524198,0.0417957673240004,0.074328682951485,0.0719149775296293,0.0245966756824954,0.941246045930351,0.942301069376263,0.0289774235906305,23.0956721773515,2.97179272985785,0.1,0,0,0,0,0,0,0,0,0.9,0.08,0.02,0
"YKIC140501Loc_DoubleSound",500,24,2,0.352253603100041,0.0656309768567802,0.34405285997942,1.17878814816486,1.119858550052,0.25,0.08,0.09,0.15,0.09,0.06,0.08,0.12,0.06,0.02,0.103910406924374,0.111483912791734,0.0887787042409322,0.0214942974452589,0.00872659070092172,0.656550864555671,0.726486408041431,0.0176726714635823,2.13622395030871,1.34788288301134,0.3,0,0,0,0.0075,0.1025,0.17,0.31,0.11,0,1.51,0.69,0.38
"YKIC140501Loc_DoubleSound",500,6,2,0.0580789295216799,0.0320188523588821,0.573634827081991,2.6141575045546,0.595303193982819,0.54,0.13,0.04,0.06,0.03,0.08,0.06,0,0.04,0.02,0.0354553572975764,0.0147899941996201,0.0185772124401776,0.197361600179509,0.0507861640379252,0.47940134109326,0.991839163733134,0.040951682007429,1.38946192406501,1.05845724894276,0.272727272727273,0,0.0659090909090909,0.115909090909091,0.0659090909090909,0.0886363636363636,0.0272727272727273,0,0,0.363636363636364,0.65,0.36,0.14
"YKIC140501Loc_DoubleSound",500,24,1,0.163134035677191,0.0734105087533772,0.706727812507958,2.63163405316982,0.240468679396617,0.39,0.16,0.16,0.16,0.04,0.03,0.02,0.03,0.01,0,0.0298902343957682,0.0449845975875826,0.0549018484993917,0.0867582670762032,0.0927147382624171,0.192946534289881,0.148956169548628,0.925034072076776,2.22340953903106,1.26779951916636,0.025,0.4975,0.0775,0,0,0,0.03,0.07,0,0.3,0.76,0.23,0.07
"YKIC140501Loc_DoubleSound",1632,24,2,0.0364315200765787,0.0222198857350715,0.143365366234193,10.8462287307936,0.680623202217018,0.79,0.05,0.03,0,0.02,0.03,0.03,0.02,0,0.03,0.387096405175875,0.00474076567042838,0.0549658053395353,0.0104970261664589,0.124206239960241,0.0261402794339421,0.0167662983648488,0.94368040597299,1.88798619890157,1.34607884090179,0.538461538461538,0,0.00769230769230769,0.0230769230769231,0.0423076923076923,0.00384615384615385,0,0,0,0.384615384615385,0.39,0.24,0.11
"YKIC140124Loc_DoubleSound",500,24,2,0.0846245578569715,0.0508492029993075,0.346128917062178,6.11333487348602,0.164039663989432,0.58,0.32,0.06,0.01,0,0.01,0,0.01,0.01,0,0.28932660021144,0.072258449628704,0.0401483334943828,0.00469754957018629,0.0696400263582827,0.112439192587751,0.107632541523973,0.877127086013613,14.0565177500958,3.7377507033505,0.228448275862069,0.530172413793103,0,0,0,0,0,0.0021551724137931,0.210129310344828,0.0290948275862069,0.22,0.07,0.03
"YKIC072611Loc_DoubleSound",500,-6,NA,0.0648902903534475,0.0289791207519703,0.480828306016625,4.47226404177742,0.410865864289755,0.58,0.18,0.08,0.06,0.03,0.03,0.02,0.02,0,0,0.0942776077680813,0.0402097698576305,0.0379836655611965,0.0402623173598546,0.0637996971039844,0.836535604656207,0.863216524151663,0.0314828118444093,1.66318667786857,1.12520658696498,0.4,0,0,0,0,0,0,0,0.525,0.075,0.45,0.16,0.06
"YKIC072611Loc_DoubleSound",609,-6,NA,0.153946114306056,0.0627093792749288,0.676743809814938,2.5618060437863,0.436537426395686,0.4,0.18,0.14,0.12,0.03,0.04,0.03,0.05,0.01,0,0.0221618382816961,0.0118387482161268,0.0133853055045085,0.0518223968264835,0.334689427160148,0.669873956187923,0.719977155877952,0.305738050748752,1.75259885829944,1.17970844467984,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0,0.220238095238095,0.208333333333333,0.00595238095238095,0.136904761904762,0.58,0.25,0.12
"YKIC110211Loc_DoubleSound",1100,-24,NA,0.0373502119567784,0.0122645450850498,0.174680788507617,7.556953678529,1.02666307621636,0.73,0.1,0.08,0.04,0.03,0.02,0,0,0,0,0.0162724826512566,0.291982512823394,0.0274288085144103,0.0346399627475086,0.0161670861068122,0.0939496770916135,0.0296322581665123,0.932740091502057,1.82297409074901,1.12783139399242,0.511363636363636,0.125,0,0,0,0,0,0,0.00757575757575758,0.356060606060606,0.22,0.06,0
"YKIC111011Loc_DoubleSound",1100,-6,NA,0.21436404271283,0.151231586583189,NA,2.13111178603779,NA,0.22,0.25,0.19,0.07,0.1,0.05,0.05,0.02,0.05,0,0.012987199846329,0.00519422737819274,0.010856088180353,0.0255906248063945,0.548688008551984,0.630538367199918,0.781602617441403,0.195650613074841,1.8387773661344,1.30903167390532,0,0.162037037037037,0.138888888888889,0.0185185185185185,0.0138888888888889,0.143518518518519,0.166666666666667,0.0972222222222222,0.259259259259259,0,0.76,0.4,0.16
