"CellId","AltFreq","AltPos","PairId","MinMax_Median","MinMax_Mode1","MinMax_Mode2","MinMax_ModeDen1","MinMax_ModeDen2","MinMax_Dec1Prob","MinMax_Dec2Prob","MinMax_Dec3Prob","MinMax_Dec4Prob","MinMax_Dec5Prob","MinMax_Dec6Prob","MinMax_Dec7Prob","MinMax_Dec8Prob","MinMax_Dec9Prob","MinMax_Dec10Prob","LS75_Median","LS125_Median","LS200_Median","LS300_Median","LS500_Median","Alpha_bar_median","Alpha_bar_Mode1","Alpha_bar_Mode2","Alpha_bar_ModeDen1","Alpha_bar_ModeDen2","Alpha_bar_Dec1Prob","Alpha_bar_Dec2Prob","Alpha_bar_Dec3Prob","Alpha_bar_Dec4Prob","Alpha_bar_Dec5Prob","Alpha_bar_Dec6Prob","Alpha_bar_Dec7Prob","Alpha_bar_Dec8Prob","Alpha_bar_Dec9Prob","Alpha_bar_Dec10Prob","Switch_0.2Mean","Switch_0.4Mean","Switch_0.6Mean"
"YKIC140220Loc_DoubleSound",1988,6,1,0.575184029622568,0.733907200262592,NA,1.41495712067312,NA,0.05,0.08,0.09,0.1,0.11,0.09,0.13,0.18,0.08,0.09,0.164667162747835,0.0483506077070106,0.0659768214668825,0.0206841618091597,0.0238394939952482,0.367806016935079,0.336048974694265,0.478096519392877,2.9912908245166,1.8408379708373,0,0.0333333333333333,0.248611111111111,0.280555555555556,0.176388888888889,0.141666666666667,0.075,0.0444444444444444,0,0,2.1,1.39,0.84
"YKIC140226Loc_DoubleSound",1988,24,1,0.112370056714183,0.0485332810822512,0.443483276437736,2.44765508063773,0.841854719413218,0.46,0.13,0.05,0.08,0.1,0.07,0.06,0.04,0.01,0,0.0301931294142511,0.0521785643874816,0.0164916518127739,0.0337183664221617,0.0350164114569232,0.628750504966856,0.725221421112721,0.0298575118112506,2.19116996880955,2.03655856284768,0.384615384615385,0,0,0,0.0317307692307692,0.0557692307692308,0.171153846153846,0.279807692307692,0.0769230769230769,0,0.88,0.51,0.18
"YKIC102711Loc_DoubleSound",1100,24,NA,0.0472836504378156,0.023890688456889,0.588283904602814,9.91611778532731,0.211114955089437,0.78,0.17,0.03,0,0,0.01,0.01,0,0,0,0.0606370165514145,0.0209259492793426,0.0355555550001727,0.030834491378498,0.116997990490846,0.0425312641066573,0.0360101522427968,0.050006179217689,33.2364526191103,22.5512181918552,0.9609375,0.0390625,0,0,0,0,0,0,0,0,0.1,0.02,0.01
"PSIC092910Loc_DoubleSound",1100,24,NA,0.0411686270408479,0.0182069876863025,0.651382678708994,4.53417918572104,0.473276805325027,0.6,0.15,0.06,0.04,0.03,0.03,0.05,0.04,0,0,0.0114531940144221,0.201173053277638,0.0156772027285456,0.0162394377943895,0.19693494954557,0.635688795481098,0.961127315083806,0.402808917480765,1.76673842537858,1.06041636010151,0.116071428571429,0.0982142857142857,0,0.125,0.160714285714286,0,0,0.0208333333333333,0.0654761904761905,0.413690476190476,0.39,0.21,0.12
"PSIC111910Loc_DoubleSound",1100,-6,NA,0.392630028293046,0.334879277353051,0.647089176569904,1.43899223290797,1.02619086643824,0.13,0.08,0.12,0.2,0.09,0.07,0.12,0.09,0.07,0.03,0.145321030946787,0.0419051646323424,0.0251034640159932,0.116433974380261,0.0484879160949929,0.570159061284408,0.540796738048247,0.72570394639277,2.32501590329472,2.06949618391771,0,0.0476190476190476,0.0416666666666667,0.0178571428571429,0.136904761904762,0.285714285714286,0.166666666666667,0.238095238095238,0.0654761904761905,0,1.35,0.7,0.4
"YKIC093011Loc_DoubleSound",1100,24,NA,0.316950068066953,0.328525903358311,0.875296340143606,2.19715426844199,0.0661763950028457,0.12,0.15,0.18,0.25,0.16,0.07,0.06,0,0.01,0,0.330489769038537,0.0794425412314788,0.0317246590211409,0.0178043359064364,0.011582604170892,0.633722973787725,0.62778903415819,0.69584203851227,7.93861458543244,4.16948906745244,0,0,0,0,0.0178571428571429,0.193452380952381,0.625,0.163690476190476,0,0,1.21,0.38,0.07
"YKIC140313Loc_DoubleSound",500,24,2,0.253111205947272,0.192421762719194,0.856409634265672,2.14317827069434,0.281558013003167,0.17,0.24,0.2,0.19,0.1,0.02,0.03,0.01,0.04,0,0.0278764444118675,0.030508725782205,0.0364441527448516,0.0497479487621892,0.104569583780138,0.403039555239972,0.52718260754369,0.150932472403454,2.3836419068064,2.25388185635196,0.103125,0.271875,0.04375,0.08125,0.19375,0.25,0.05625,0,0,0,0.89,0.28,0.13
"YKIC120111_1Loc_DoubleSound",1100,6,NA,0.264254525587905,0.191233888206935,0.835384463617714,1.9640809113409,0.308728675417391,0.16,0.23,0.19,0.14,0.13,0.05,0.04,0,0.06,0,0.0196348013811693,0.0117385633463121,0.0477406413212631,0.0300395771402089,0.459639954489613,0.318364998686161,0.226754750887205,0.897500693017796,3.0386972108432,0.717564364797226,0,0.141666666666667,0.345833333333333,0.216666666666667,0.0958333333333333,0.0583333333333333,0.0416666666666667,0,0.0416666666666667,0.0583333333333333,0.76,0.35,0.13
"YKIC090111_1Loc_DoubleSound",609,6,NA,0.374416718042447,0.186138458843225,NA,1.43479963644889,NA,0.08,0.21,0.11,0.12,0.13,0.08,0.13,0.09,0.04,0.01,0.0266585084430082,0.0877435611789881,0.0983064634446216,0.0471513881454255,0.0947946937863912,0.469853862563612,0.474793222319873,0.327329072339356,2.55035358195928,2.15027089889618,0,0,0.12037037037037,0.217592592592593,0.259259259259259,0.222222222222222,0.0462962962962963,0.134259259259259,0,0,1.21,0.69,0.36
"PSIC031711Loc_DoubleSound",1100,-24,NA,0.229470863856952,0.0994200484028959,0.484242796625141,1.93418002711494,0.928146230960031,0.29,0.16,0.16,0.09,0.09,0.1,0.06,0.03,0.01,0.01,0.232522666508015,0.0228103640749108,0.160727635358437,0.00474642156722584,0.0696954906761766,0.589678915488452,0.575401342824903,0.7602694255004,2.51135607112691,1.57339246429119,0.0043859649122807,0.0482456140350877,0.0131578947368421,0.0526315789473684,0.162280701754386,0.25219298245614,0.192982456140351,0.175438596491228,0.0460526315789474,0.0526315789473684,0.89,0.45,0.17
"YKIC090111_1Loc_DoubleSound",903,-24,NA,0.107629152082088,0.06236667954668,0.268323829755328,4.76973696318454,1.35372276603627,0.47,0.36,0.12,0.04,0,0.01,0,0,0,0,0.0210811782245273,0.0425434921914779,0.222785557633118,0.0175893018969221,0.073478426178153,0.70487023740387,0.701891032037168,0.734784405565829,20.0361068508801,9.98287807987999,0,0,0,0,0,0,0.369047619047619,0.630952380952381,0,0,0.2,0.01,0
"YKIC140528Loc_DoubleSound",500,24,1,0.459399433712797,0.467977843944062,NA,1.83755410439133,NA,0.05,0.1,0.13,0.14,0.22,0.13,0.09,0.1,0.03,0.01,0.00888574276340105,0.103256076508879,0.0166606290928109,0.0173784146636302,0.0993209649566235,0.311000980735387,0.258572175310304,0.356713774441973,5.40359869799187,4.08084239380297,0,0.034375,0.440625,0.38125,0.0859375,0.03125,0.0265625,0,0,0,1.71,0.89,0.31
"YKIC140528Loc_DoubleSound",500,6,1,0.352322368985202,0.202385986659449,0.718141627687932,1.64517134552384,0.793720044506716,0.11,0.17,0.17,0.18,0.05,0.1,0.06,0.08,0.08,0,0.00344579984789636,0.0315668476753103,0.0118364433551941,0.0298835241789366,0.650277151463994,0.320878049095901,0.19597958913577,0.370846914081897,3.39378525101628,1.83259158065966,0,0.260714285714286,0.2125,0.203571428571429,0.0928571428571429,0.176785714285714,0.00714285714285714,0.00892857142857143,0.0375,0,1.25,0.58,0.32
"YKIC092911_1Loc_DoubleSound",903,-24,NA,0.243572612331212,0.166869471180534,NA,2.17073424162923,NA,0.13,0.25,0.2,0.13,0.07,0.08,0.06,0.06,0.01,0.01,0.0146889258901125,0.00890333937824752,0.0281807218096017,0.228548463718867,0.137667287653031,0.576398495702485,0.572666609243382,0.833500725497074,3.45119905769296,0.951235754141797,0,0,0.0286458333333333,0.0807291666666667,0.15625,0.328125,0.221354166666667,0.1015625,0.0833333333333333,0,0.96,0.43,0.19
"YKIC140128Loc_DoubleSound",500,6,1,0.348975787076014,0.136526745238086,0.489930059516403,1.41796495195387,1.06870848523831,0.17,0.18,0.09,0.11,0.09,0.12,0.06,0.11,0.05,0.02,0.00728649658005408,0.0521582207469625,0.0183627617183827,0.154871305739675,0.133271939992118,0.438258270340251,0.252328164601477,0.451771198075722,2.00353925148812,1.99085955053636,0.0078125,0.05,0.2546875,0.090625,0.2390625,0.0921875,0.08125,0.121875,0.0625,0,1.11,0.66,0.28
"PSIC090710Loc_DoubleSound",1100,-24,NA,0.162454270415536,0.112772124736752,0.706343338028655,3.06199076107208,0.480138522247224,0.32,0.34,0.09,0.08,0.06,0.02,0.04,0.04,0.01,0,0.0984812891038895,0.0312446739590939,0.0948070296612729,0.0220016800425708,0.0397414989731834,0.442023282435995,0.428306666683495,0.801329547797989,5.37550530884582,1.23170036498487,0,0,0.0227272727272727,0.0265151515151515,0.659090909090909,0.0189393939393939,0.071969696969697,0.102272727272727,0.0984848484848485,0,0.54,0.26,0.12
"YKIC141009Loc_DoubleSound",500,6,1,0.456343852364496,0.414678578291858,NA,1.35005275234625,NA,0.05,0.11,0.1,0.15,0.12,0.14,0.12,0.1,0.09,0.02,0.013981931256439,0.020681525880163,0.153655222657522,0.0433455055175971,0.0397966042174729,0.425859280933803,0.379810068069239,0.751336467385288,2.93858755521176,1.14720969247999,0,0,0.13,0.2825,0.1875,0.0875,0.1125,0.1175,0.0825,0,1.69,0.98,0.51
"PSIC091010Loc_DoubleSound",1100,-24,NA,0.316601264499234,0.264378922660173,NA,1.75351516722456,NA,0.13,0.13,0.18,0.17,0.11,0.08,0.12,0.04,0.04,0,0.0172389882529522,0.0687057224499912,0.00582560066156888,0.0342520886465093,0.0250619285150936,0.527737080671449,0.533367775765778,0.756912747296703,3.84836360901567,1.49999061884126,0,0,0,0.116666666666667,0.275,0.3875,0.0666666666666667,0.154166666666667,0,0,1.25,0.56,0.24
"PSIC091310Loc_DoubleSound",500,24,NA,0.218882108149524,0.112528560949116,NA,2.25286106377391,NA,0.26,0.21,0.19,0.13,0.11,0.02,0.07,0,0.01,0,0.0237997194380791,0.0558547494801239,0.153051042271289,0.126037116928503,0.0318233970347615,0.271920608922636,0.171581683195577,0.872339427749859,2.06332457526985,1.02792927140628,0,0.432291666666667,0.0677083333333333,0.0520833333333333,0.0729166666666667,0.00520833333333333,0.119791666666667,0,0.130208333333333,0.119791666666667,0.69,0.24,0.09
"PSIC111610Loc_DoubleSound",1100,-24,NA,0.289945983943665,0.127408140717131,NA,1.60508590614118,NA,0.23,0.14,0.18,0.1,0.08,0.09,0.05,0.09,0.02,0.02,0.0228260652569831,0.0236916551843128,0.069558770167723,0.102537263663049,0.0657969118641171,0.390193172196827,0.285367846326376,0.575927802500833,2.05886037135394,1.07011813931093,0,0.075,0.25,0.183333333333333,0.1,0.0666666666666667,0.125,0.0583333333333333,0.141666666666667,0,0.94,0.42,0.19
"YKIC140130Loc_DoubleSound",500,24,1,0.30552316943065,0.303172074046345,0.747616525586798,1.78892849420774,0.328464799297587,0.15,0.17,0.18,0.21,0.1,0.1,0.02,0.05,0.01,0.01,0.162278671591337,0.0576339774671767,0.0992354528808165,0.0194762115761879,0.261147279256953,0.51536872276493,0.730296329368671,0.494474703466481,1.91129253464907,1.87430084970185,0,0.108108108108108,0.0222575516693164,0.149443561208267,0.179650238473768,0.189189189189189,0.123211446740859,0.208267090620032,0.019872813990461,0,1.15,0.42,0.1
"YKIC092311_1Loc_DoubleSound",903,24,NA,0.317375643672115,0.188611120662603,NA,1.64973915679557,NA,0.13,0.19,0.16,0.12,0.1,0.08,0.1,0.05,0.07,0,0.0761229164818632,0.062645308768043,0.0699266085433269,0.0273336949419976,0.039907960249554,0.353201160705842,0.346585992929006,0.507863139527337,6.33533893478435,1.62634423361681,0,0.0208333333333333,0.131944444444444,0.583333333333333,0.180555555555556,0.0833333333333333,0,0,0,0,1.14,0.55,0.28
"YKIC131213Loc_DoubleSound",500,24,1,0.115721402549293,0.0671540220414162,0.383432344502617,3.79760318823545,0.656182691664196,0.47,0.22,0.09,0.08,0.03,0.05,0.03,0.02,0,0.01,0.219727672778636,0.193735040643988,0.00498098700161949,0.01421940710657,0.0130546356370167,0.617156351139914,0.646669091260419,0.567707078182566,7.73180870316366,5.30078720382407,0,0,0,0,0.0166666666666667,0.4,0.583333333333333,0,0,0,0.36,0.14,0.06
"YKIC092911_1Loc_DoubleSound",1100,-6,NA,0.0163666247461117,0.00976649107980992,0.229379062121886,14.252483475954,1.03050815307951,0.79,0.04,0.06,0.04,0.02,0.03,0.01,0.01,0,0,0.070339632068006,0.0242008215899464,0.189748449864689,0.115270243984223,0.0557497605960332,0.973175553063506,0.972834724829301,0.369762309069989,35.9425487637385,2.04001237492893,0,0,0.0260416666666667,0.1171875,0.0260416666666667,0.0182291666666667,0,0,0,0.8125,0.25,0.09,0.02
"YKIC100111_1Loc_DoubleSound",609,-6,NA,0.308703987220711,0.278948277848589,0.855738200736121,2.14278870045739,0.130400148913244,0.08,0.16,0.24,0.19,0.12,0.1,0.08,0.01,0.02,0,0.00711769315028537,0.184231224532773,0.0474167855079394,0.170565757860335,0.00945114821379798,0.400901716040791,0.508475971851792,0.400370283924614,3.11210644664328,2.42305530508937,0,0.131410256410256,0.176282051282051,0.192307692307692,0.243589743589744,0.256410256410256,0,0,0,0,1.01,0.38,0.12
"YKIC110211_1Loc_DoubleSound",500,-6,NA,0.261316774536483,0.116003366776879,NA,1.80521537593534,NA,0.24,0.16,0.15,0.15,0.1,0.09,0.06,0.04,0,0.01,0.18795486900051,0.00754262300996405,0.0301108907132385,0.0541668810816961,0.0772785662174508,0.530783542587429,0.526800058420572,NA,4.99596633052535,NA,0,0,0,0.0458333333333333,0.266666666666667,0.5,0.1875,0,0,0,1.03,0.38,0.12
"YKIC110911Loc_DoubleSound",500,-24,NA,0.0451904498776646,0.0211092154246951,0.176678354639727,8.05059184250084,1.41013744822084,0.73,0.17,0.06,0,0.02,0,0,0.02,0,0,0.025474814783682,0.0359952789648995,0.0120240631103197,0.116001133605115,0.13150042351402,0.954739859563486,0.956481272013088,0.883836200257715,30.337922631086,1.82956606812289,0,0,0.0611111111111111,0.00555555555555556,0,0,0,0,0.0666666666666667,0.866666666666667,0.15,0.06,0.02
"YKIC090911_1Loc_DoubleSound",903,-24,NA,0.213866969871546,0.145485224006797,0.725207525991289,2.10136674976106,0.390327012366266,0.23,0.22,0.19,0.12,0.09,0.05,0.03,0.05,0.02,0,0.114674168088783,0.0211941156770138,0.0324720637206225,0.10879877814509,0.0225433812469273,0.77444497719799,0.837305789987067,0.459829460825232,3.49664515033429,2.00333719852754,0,0,0,0.0173611111111111,0.256944444444444,0.0590277777777778,0.03125,0.1875,0.447916666666667,0,0.85,0.35,0.13
"YKIC141016Loc_DoubleSound",500,-24,1,0.183931202203831,0.0630454608726537,0.74313272237922,2.2133447664739,0.319822913730181,0.34,0.21,0.18,0.06,0.07,0.04,0.03,0.04,0.03,0,0.00338324544829471,0.0167917120884706,0.1764159090167,0.222213979090063,0.0381279689762516,0.688392515936106,0.665694934249704,0.976880408424133,3.4493835849104,2.85977984527612,0,0,0,0,0.00925925925925926,0.188888888888889,0.344444444444444,0.198148148148148,0,0.259259259259259,0.68,0.28,0.12
"YKIC092311_1Loc_DoubleSound",1100,24,NA,0.24996360187311,0.140153398480733,NA,1.90223434670083,NA,0.18,0.21,0.15,0.14,0.13,0.1,0.07,0.02,0,0,0.0594628302871987,0.0136812952779813,0.260011007597224,0.00996902545738151,0.0212183731920933,0.477947947009095,0.501579099086862,0.182919766806687,3.50728551709049,1.61151676734863,0,0.143518518518519,0.0787037037037037,0.111111111111111,0.263888888888889,0.300925925925926,0.101851851851852,0,0,0,0.84,0.42,0.1
"PSIC111510Loc_DoubleSound",1100,-24,NA,0.396129533568087,0.431668369080705,NA,1.6515215507557,NA,0.11,0.11,0.17,0.11,0.21,0.11,0.08,0.06,0.03,0.01,0.0856600245229857,0.0141901927811787,0.0576272000758945,0.0303503156755758,0.0352964610170265,0.485784419186372,0.508227781502697,0.267051257236044,2.89700505547478,1.27554495792434,0,0,0.142857142857143,0.148809523809524,0.244047619047619,0.261904761904762,0.202380952380952,0,0,0,1.23,0.67,0.23
"YKIC140225Loc_DoubleSound",500,6,1,0.259879655702932,0.105357440087228,NA,1.62077884752078,NA,0.27,0.13,0.12,0.08,0.12,0.08,0.05,0.1,0.04,0.01,0.133737906739614,0.0447988071247638,0.0829217345736126,0.026163282294845,0.0358312002765952,0.471623308557307,0.221277755157605,0.480352899195161,1.7311418464044,1.33185707891973,0,0.132142857142857,0.228571428571429,0.0678571428571429,0.171428571428571,0.114285714285714,0,0,0.110714285714286,0.175,1.4,0.68,0.27
"PSIC110110Loc_DoubleSound",1100,-24,NA,0.280196866569535,0.156330279457534,NA,1.86214486178724,NA,0.14,0.22,0.17,0.15,0.08,0.09,0.05,0.04,0.05,0.01,0.0686922271234153,0.0248372346680936,0.0508591311985037,0.0811543615093463,0.0795062704100663,0.510890451809851,0.479046965940618,0.589973611158014,3.8080315280638,3.18188503099079,0,0,0.111111111111111,0.0555555555555556,0.305555555555556,0.326388888888889,0.201388888888889,0,0,0,1.02,0.53,0.2
"YKIC092311_1Loc_DoubleSound",500,6,NA,0.141194630588208,0.0783216964967429,0.401104131787988,3.47800900199559,0.794219959188014,0.39,0.23,0.15,0.06,0.08,0.04,0.03,0.01,0,0.01,0.0270787527961164,0.0775693694589211,0.0155976456638559,0.103917131867974,0.0816660770010444,0.151098812251737,0.125812784066633,NA,7.71580426105928,NA,0.0416666666666667,0.683333333333333,0.275,0,0,0,0,0,0,0,0.5,0.2,0.06
"PSIC091710Loc_DoubleSound",1100,-24,NA,0.338129672465802,0.294585181704708,0.6731294319748,1.76079240691497,0.711788813617972,0.11,0.17,0.18,0.21,0.08,0.05,0.08,0.07,0.04,0.01,0.0344873483905102,0.0614305739344093,0.168936484337903,0.0152963377863795,0.0376551598090111,0.446132419380985,0.437972946750732,0.59988237200897,4.06022896101399,2.20190281193421,0,0.0277777777777778,0.138888888888889,0.0694444444444444,0.4375,0.159722222222222,0.166666666666667,0,0,0,1.06,0.39,0.21
"PSIC111910Loc_DoubleSound",1100,6,NA,0.285680164557342,0.118184375081658,NA,1.63453598234084,NA,0.21,0.16,0.18,0.11,0.09,0.1,0.07,0.06,0.02,0,0.110572811480835,0.0221562393511424,0.246743340290322,0.0269897448294853,0.0309055369466029,0.57697451233251,0.69848410166188,0.10144808378347,1.49714467160988,0.98870827867711,0.166666666666667,0.0625,0.0798611111111111,0.0451388888888889,0.0347222222222222,0.149305555555556,0.125,0.180555555555556,0.142361111111111,0.0138888888888889,1.07,0.46,0.17
"YKIC092911_1Loc_DoubleSound",903,-6,NA,0.138527723959194,0.0863989883538537,0.597121882772513,3.9823590166087,0.204812623167619,0.39,0.32,0.16,0.07,0.01,0.02,0.02,0,0.01,0,0.00430840791104602,0.0126395453483274,0.00944485982340722,0.792120442371378,0.00937855524083457,0.56786990939083,0.567150795924885,0.490194172401349,7.25886816565062,2.86543918152152,0,0,0,0,0.196428571428571,0.479166666666667,0.181547619047619,0,0.0119047619047619,0.130952380952381,0.32,0.06,0.03
"PSIC111210Loc_DoubleSound",609,6,NA,0.249668355934703,0.102427657123655,0.578412849905058,1.71140077568842,0.862826450158777,0.28,0.16,0.12,0.09,0.04,0.11,0.1,0.05,0.03,0.02,0.0573347441723807,0.0695008226551591,0.0214040858594474,0.0634035511085348,0.00883835759927931,0.754124864955136,0.789435937581286,0.345538915608443,4.49768029711941,1.07935094129847,0,0,0.0104166666666667,0.119791666666667,0.0416666666666667,0.046875,0.192708333333333,0.348958333333333,0.239583333333333,0,1,0.47,0.21
"YKIC110311Loc_DoubleSound",903,24,NA,0.0184122952986667,0.0139953219470556,0.363727926447613,5.66450542232049,0.644868813406462,0.69,0.08,0.06,0.07,0.02,0.06,0.01,0,0,0.01,0.103636176466585,0.00932793718454467,0.177241248892181,0.010198695730334,0.105542442185492,0.98405411941423,0.985280613854541,0.387448777918885,3.51974839578849,1.12809379870042,0,0,0.0277777777777778,0.140873015873016,0.0813492063492064,0.0793650793650794,0.00396825396825397,0.0436507936507936,0.00396825396825397,0.619047619047619,0.38,0.13,0.03
"PSIC111510Loc_DoubleSound",1100,-6,NA,0.18396732884465,0.0704598384174029,NA,2.02382090590755,NA,0.38,0.14,0.13,0.09,0.06,0.06,0.07,0.02,0.02,0.03,0.0275176124386121,0.0890581825008177,0.0219928784618125,0.0254088507888093,0.0361435618495312,0.4062275060624,0.163720832921927,0.48532731487475,2.01843318131003,1.20491468525279,0.00961538461538462,0.298076923076923,0.153846153846154,0.0384615384615385,0.150641025641026,0.118589743589744,0,0,0.230769230769231,0,0.83,0.4,0.18
"YKIC100111Loc_DoubleSound",609,-6,NA,0.29074603594925,0.174477910906152,0.668904597240291,1.73866632348696,0.830716424597683,0.14,0.23,0.15,0.1,0.08,0.03,0.12,0.08,0.05,0.02,0.0335420498340048,0.0307174356280416,0.0954709050427568,0.0398366837214899,0.0426259606353414,0.654008742029586,0.667878477370162,0.409078406607567,3.0677373202563,0.83147843017117,0,0.0729166666666667,0.0364583333333333,0.0677083333333333,0.0729166666666667,0.078125,0.390625,0.15625,0.125,0,1.07,0.56,0.35
"YKIC100111_1Loc_DoubleSound",1100,-24,NA,0.16215719472463,0.0975506835847303,0.629707972433611,2.7162626602707,0.454897286566285,0.3,0.28,0.14,0.08,0.08,0.03,0.06,0.01,0.02,0,0.0125595051393849,0.00629714672980433,0.0288991998368072,0.0335963710140287,0.450306622497028,0.761398848270452,0.846075872347592,0.682179924140709,2.97875583251945,1.65521605722902,0,0,0.0367647058823529,0.0980392156862745,0.0882352941176471,0.0318627450980392,0.183823529411765,0.129901960784314,0.379901960784314,0.0514705882352941,0.55,0.21,0.09
"PSIC092710Loc_DoubleSound",1100,-6,NA,0.188191661108284,0.123033963725704,NA,2.34603721889024,NA,0.23,0.29,0.1,0.14,0.09,0.08,0.02,0.04,0.01,0,0.0108923923380827,0.0151673417781651,0.0343728466227896,0.065850051516149,0.0910955632542262,0.458498990094137,0.454224210993583,0.546621051306945,6.92559924018143,3.20617540738678,0,0,0.2,0,0.466666666666667,0.283333333333333,0.05,0,0,0,0.72,0.3,0.08
"YKIC110911Loc_DoubleSound",609,-6,NA,0.0479641246708883,0.0339916540832565,0.422746161416958,7.90146365366696,0.570968847505599,0.71,0.12,0.05,0.03,0.04,0.03,0.01,0.01,0,0,0.0555482678711884,0.0261394617650038,0.107104164594293,0.0476428116713309,0.0106731511790432,0.935480555678128,0.943326412669327,0.413874805632548,16.935648601775,1.17628555883859,0,0,0,0.0231481481481481,0.0787037037037037,0.00925925925925926,0,0,0.106481481481481,0.782407407407407,0.22,0.1,0.02
"YKIC140220Loc_DoubleSound",500,24,2,0.344204242291936,0.223622103265794,0.615987801150891,1.57113357311231,0.960514525405645,0.13,0.13,0.2,0.12,0.08,0.1,0.09,0.09,0.05,0.01,0.0106967877935723,0.607951945190535,0.00409879619867276,0.0182550996672697,0.0728197876780048,0.340054774159687,0.17060684866295,0.583023892877847,3.04808298271012,1.56327354264927,0,0.33203125,0.14453125,0.08125,0.103125,0.16015625,0.1359375,0.03203125,0.0109375,0,1.47,0.75,0.35
"PSIC091410Loc_DoubleSound",1100,-24,NA,0.10254550550089,0.0554733417928299,0.323616315056672,4.45092702712795,1.12626102897205,0.49,0.3,0.07,0.11,0.01,0,0.01,0,0.01,0,0.0129942753378248,0.0165241857627928,0.0339750795237214,0.0363296734022201,0.505052942335531,0.367339490294923,0.336032771283794,0.863494322501732,3.46828838622192,1.90009797294272,0,0,0.06875,0.516666666666667,0.075,0.0395833333333333,0,0,0.3,0,0.28,0.03,0.02
"PSIC111910Loc_DoubleSound",1100,24,NA,0.128345923271229,0.0412085508186525,0.699684577750504,2.92064526420658,0.267453596860411,0.47,0.19,0.15,0.04,0.04,0.02,0.03,0.01,0.03,0.02,0.0365251539746668,0.257175785434688,0.0233017717102446,0.0168099614487499,0.0904626050025079,0.266453252820342,0.0903140388426277,0.504443825017951,2.7081340889679,1.83894198928563,0.324404761904762,0.107142857142857,0.136904761904762,0.0416666666666667,0.148809523809524,0.166666666666667,0.0535714285714286,0.0208333333333333,0,0,0.52,0.19,0.13
"YKIC141009Loc_DoubleSound",500,24,1,0.44875306935147,0.593404903706705,0.169534084797832,1.32045692901111,1.07679813667912,0.12,0.09,0.12,0.1,0.1,0.15,0.14,0.1,0.05,0.03,0.0249326817328281,0.0810406387395201,0.0336570302666117,0.0950360370748627,0.0247620762142872,0.50175614888949,0.64260113850991,0.333649845831178,2.77697000381544,2.06791381405851,0,0,0.11,0.2075,0.1725,0.1325,0.2975,0.07,0.01,0,1.69,0.94,0.45
"PSIC090710Loc_DoubleSound",903,-24,NA,0.278195417914609,0.16014282352174,0.657414783304518,1.79000952112361,0.727770189107344,0.17,0.2,0.17,0.09,0.14,0.04,0.08,0.07,0.03,0.01,0.0206497301524797,0.0435973627868219,0.135092881229082,0.0352978725532245,0.072399665384407,0.534788597901978,0.497632801538259,0.78429819520305,3.53291418509382,1.44728493041478,0,0,0,0.0773809523809524,0.279761904761905,0.297619047619048,0.160714285714286,0.119047619047619,0.0654761904761905,0,0.91,0.47,0.23
"PSIC092010Loc_DoubleSound",609,6,NA,0.392994316854884,0.476753205392857,0.134159722248243,1.57640028429409,1.30615605481885,0.13,0.16,0.08,0.14,0.17,0.16,0.06,0.06,0.04,0,0.0361499810987544,0.0517295873315559,0.495779376016988,0.0516312146623345,0.0108047995641894,0.458150453465972,0.466360863136914,NA,2.71733689222404,NA,0,0,0.115196078431373,0.223039215686275,0.281862745098039,0.227941176470588,0.107843137254902,0.0441176470588235,0,0,1.01,0.58,0.19
"PSIC111610Loc_DoubleSound",903,-24,NA,0.25972734367177,0.128393176239176,0.707397845506517,1.83300314057265,0.566197216658307,0.21,0.2,0.16,0.12,0.12,0.04,0.05,0.07,0.03,0,0.00663604638879028,0.0217799700978572,0.0537388372965761,0.077678523539142,0.0518700253385095,0.458022455342627,0.625507561139944,0.438282169669189,1.86587298725045,1.8384384211665,0.0833333333333333,0.134259259259259,0.00462962962962963,0.166666666666667,0.208333333333333,0.166666666666667,0.222222222222222,0.0138888888888889,0,0,0.76,0.35,0.15
"PSIC093010Loc_DoubleSound",903,-24,NA,0.26241689662131,0.112712710612463,0.719637120034736,1.72739624592274,0.67427809273502,0.26,0.17,0.13,0.09,0.09,0.04,0.08,0.06,0.06,0.02,0.0983240162474008,0.0452803502246348,0.0139153614520417,0.0174877025076871,0.0165468884924832,0.206554189467613,0.148582435370144,0.703719499068785,3.19109945998636,1.05841477219776,0.0572916666666667,0.442708333333333,0.1875,0.0625,0,0.0260416666666667,0.109375,0.0885416666666667,0.0260416666666667,0,1.05,0.56,0.29
"YKIC093011Loc_DoubleSound",500,24,NA,0.1154962646965,0.0352672064760775,0.914915354478896,2.99491606570873,0.173486424412152,0.47,0.2,0.13,0.07,0.06,0.03,0.01,0,0.01,0.02,0.199267064922808,0.0152993169540193,0.0487522435776989,0.0923780413270079,0.0128103011039565,0.453852117514677,0.156077802841751,0.898868761614373,1.54119738373656,1.38390532359483,0.0729166666666667,0.231770833333333,0.0703125,0.106770833333333,0.0807291666666667,0.00520833333333333,0.119791666666667,0,0.127604166666667,0.184895833333333,0.55,0.17,0.06
