"CellId","AltFreq","AltPos","PairId","MinMax_Median","MinMax_Mode1","MinMax_Mode2","MinMax_ModeDen1","MinMax_ModeDen2","LS3_Median","LS5_Median","LS8_Median","LS12_Median","LS20_Median","Alpha_bar_median","Alpha_bar_Mode1","Alpha_bar_Mode2","Alpha_bar_ModeDen1","Alpha_bar_ModeDen2","Switch_0.2Mean","Switch_0.4Mean","Switch_0.6Mean"
"PSIC111910Loc_DoubleSound",1100,24,NA,0.23993963089929,0.0943406725949943,NA,2.46557711241833,NA,0.0114254348574125,0.00302867537213595,0.0002955411509512,0.000631079572196025,0.839254986684516,0.812647305454641,0.829613905800069,0.400720205753338,5.39916990187835,0.111688891698602,0.63492,0.21984,0.06472
"YKIC141009Loc_DoubleSound",500,24,1,0.272378817947818,0.0859267329057219,NA,2.18877359963191,NA,0.0412386009702267,0.00842195765915275,0.000691946689771619,0.000935180065457528,0.543128932404869,0.420749238407757,0.396872196922273,NA,2.94157868473238,NA,0.72224,0.32148,0.11564
"PSIC090710Loc_DoubleSound",903,-24,NA,0.319156446759157,0.0947563269284211,NA,1.88275442701945,NA,0.0494030206479342,0.0120155333837666,0.00124480290092062,0.00117474020663751,0.374257666903872,0.431034379681067,0.423447786957018,NA,2.26735873683345,NA,0.81852,0.39556,0.15248
"PSIC092010Loc_DoubleSound",609,6,NA,0.38192553927242,0.198985742333219,NA,1.58498709098992,NA,0.0279690514117111,0.00585792452604037,0.000694965692685663,0.000708331669879219,0.594786034090111,0.528138917804136,0.52799620297771,NA,2.39819246765771,NA,1.1244,0.531,0.1886
"PSIC111610Loc_DoubleSound",903,-24,NA,0.311872390100092,0.0963826445742797,NA,1.91563795254473,NA,0.0569304735911467,0.0114913514343035,0.000967839817164404,0.00122140292022987,0.397492502365345,0.434595482845348,0.407158701718205,NA,2.37141117675717,NA,0.8032,0.38436,0.14356
"PSIC093010Loc_DoubleSound",903,-24,NA,0.220844290722738,0.0666997308054795,NA,2.65305482894689,NA,0.0175838708648128,0.00545221545400268,0.000788739916256931,0.00117344014721363,0.658797409343642,0.285987652083837,0.204374611647373,NA,3.03557407843889,NA,0.55344,0.22024,0.07148
"YKIC093011Loc_DoubleSound",500,24,NA,0.329044839336618,0.0848507483070495,NA,1.79686201363813,NA,0.0230785092486668,0.0127577536139148,0.00222109112476366,0.00114840703679302,0.458265270031653,0.558418454771149,0.644397620631829,NA,1.98357955526216,NA,0.76812,0.38184,0.15328
"PSIC111910Loc_DoubleSound",903,24,NA,0.309507862569365,0.0899360189506244,NA,1.91642109732489,NA,0.0385859558953195,0.0113528600419606,0.00115950073687742,0.00134485426953058,0.419314365200115,0.564441429334918,0.540798629323969,NA,2.66204141509342,NA,0.77644,0.37096,0.13184
"YKIC102811_1Loc_DoubleSound",1100,-6,NA,0.175868324741646,0.077589120821384,0.889230348837991,3.45263164200395,0.105288019332105,0.00913077818061563,0.00270700260079327,0.000225732242187021,0.000498357140483957,0.824253104532473,0.550869568663556,0.528462196431341,0.106157442734226,3.77985540778009,0.0410217688141193,0.44448,0.13952,0.03452
"YKIC102811Loc_DoubleSound",1100,-24,NA,0.330166257677584,0.0907008163192045,NA,1.8113451028038,NA,0.0607674883552449,0.0192189713120007,0.00126551095702046,0.000941462024589455,0.301636979959829,0.627967519030144,0.607860139609019,0.720811565631397,2.25834255685027,2.13920645577422,0.84176,0.397,0.15128
"YKIC140220Loc_DoubleSound",1988,-24,2,0.102951837712957,0.0306055143146737,0.703134498671415,5.58415237648669,0.181209241133831,0.01561501557472,0.00460021809586133,0.000611774501063315,0.00129021828141679,0.66457077532961,0.910532292808477,0.939039702068431,0.710552862768195,8.38505843873952,0.24943760342059,0.26512,0.08248,0.02316
"PSIC092110Loc_DoubleSound",1100,-24,NA,0.313591321449009,0.0802518653966619,0.779178642661347,1.86433543490348,0.59953107395112,0.0271587292953134,0.016281755031178,0.00103404274812328,0.00131163844916953,0.472716572323384,0.332294009661948,0.267751619761857,NA,2.87801545869688,NA,0.75124,0.36672,0.14848
"PSIC102110Loc_DoubleSound",1100,-6,NA,0.255296967511364,0.0926261034910978,NA,2.35073462877828,NA,0.0264154495951779,0.00729814881069792,0.00125569082296996,0.000828571848945003,0.575731892812324,0.45613191426241,0.477255527762867,0.0535768843148174,2.74022442966239,0.032632448242179,0.6658,0.28936,0.09756
