"X","CellId","AltFreq","AltPos","SepBF","Pval1","Pval2","PrMix","PrAve","PrOut","PrSing","WinModels","WinPr","MlpxRate","PrState1","Switch12","Switch21","ProbMlpx","PvalSep","PrBinSep","MinSampSize","Pswitch0_10","Pswitch10_20","Pswitch20_30","Pswitch30_40","Pswitch40_50","Pswitch50_60","Pswitch60_70","Pswitch70_80","Pswitch80_90","Pswitch90_100","Rule_5_5_5","PairId","Site","Alpha_mean","Alpha_Mode1","Alpha_Mode2","Alpha_ModeDen1","Alpha_ModeDen2","MinMax_Median","MinMax_Mode1","MinMax_Mode2","MinMax_ModeDen1","MinMax_ModeDen2","MinMax_Dec1Prob","MinMax_Dec2Prob","MinMax_Dec3Prob","MinMax_Dec4Prob","MinMax_Dec5Prob","MinMax_Dec6Prob","MinMax_Dec7Prob","MinMax_Dec8Prob","MinMax_Dec9Prob","MinMax_Dec10Prob","LS3_Median","LS5_Median","LS8_Median","LS12_Median","LS20_Median","Alpha_bar_median","Alpha_bar_Mode1","Alpha_bar_Mode2","Alpha_bar_ModeDen1","Alpha_bar_ModeDen2","Alpha_bar_Dec1Prob","Alpha_bar_Dec2Prob","Alpha_bar_Dec3Prob","Alpha_bar_Dec4Prob","Alpha_bar_Dec5Prob","Alpha_bar_Dec6Prob","Alpha_bar_Dec7Prob","Alpha_bar_Dec8Prob","Alpha_bar_Dec9Prob","Alpha_bar_Dec10Prob","Switch_0.2Mean","Switch_0.4Mean","Switch_0.6Mean"
184,"YKIC110411_2Loc_DoubleSound",1100,-24,10.4175,0.12,0.4319,0.59583361,0.049852141,0.001140038,0.353174211,"Mixture",0.59583361,0.33,0.76,0.27,0.34,0.25,0,0,5,0,2,2,2,1,0,0,0,0,0,TRUE,NA,NA,0.547718027469321,0.618189128938674,0.540181895612448,1.47424312810885,1.47239071410503,0.326986684487021,0.0864494613242915,NA,1.82231297518522,NA,0.1698,0.16636,0.13172,0.10744,0.09444,0.0814,0.07136,0.06504,0.06244,0.05,0.0368340066454323,0.0136006140417113,0.000822478814376622,0.000955337234732813,0.476082004660515,0.551495440538235,0.594930129060413,NA,2.32803001086388,NA,0.0014,0.02236,0.06876,0.1164,0.18284,0.21972,0.21304,0.13104,0.04048,0.00396,0.80884,0.40672,0.1672
185,"YKIC082611_1Loc_DoubleSound",1100,-24,13.9678,0.4417,0.4245,0.595170176,0.052234718,0.111703426,0.240891681,"Mixture",0.595170176,0.44,0.79,0.25,0.33,0.41,0,0,12,0,0,1,4,2,2,0,1,0,0,TRUE,NA,NA,0.400373972254328,0.363618819360002,1.70165826794323,0.298645489841532,0.0833716958804473,NA,2.01079809688057,NA,0.18332,0.17816,0.14012,0.11456,0.09528,0.08296,0.06736,0.0578,0.04736,0.03308,0.0447928078420053,0.0100034610244413,0.000793382286900098,0.000984688904528142,0.39998356406472,0.405998371430293,0.432051712744974,0.279283009897375,1.96065755997856,1.95306562191373,0.00856,0.10152,0.18628,0.19152,0.19116,0.15288,0.10236,0.0464,0.01624,0.00308,0.77224,0.35788,0.12648,0.400373972254328,0.363618819360002
186,"YKIC110211_1Loc_DoubleSound",609,-6,27.3885,0.6894,0.1243,0.216935019,0.177185616,0.011155112,0.594724253,"Single",0.594724253,0.39,0.85,0.25,0.45,0.32,0,0,7,0,0,3,3,2,1,0,0,0,0,TRUE,NA,NA,0.835359542633882,0.932992681356311,0.132566057571714,4.33730298586062,0.00676039214718668,0.135756619120419,0.0417721484964073,0.794163210947858,4.22516050605089,0.196560797099615,0.40332,0.2218,0.12712,0.08028,0.05504,0.03728,0.02884,0.02024,0.01648,0.0096,0.0221478073772368,0.00612543131041277,0.00109962400409154,0.000522526664327454,0.606521818030194,0.876870040663534,0.9158504418275,0.604590657076893,7.28530105410472,0.181914325688729,0.00044,0.00228,0.00524,0.00816,0.01244,0.01568,0.0242,0.10284,0.47224,0.35648,0.37336,0.12236,0.035
187,"YKIC140219Loc_DoubleSound",609,-24,37.5978,0.1792,0.3674,0.304099655,0.099938546,0.005411117,0.590550682,"Single",0.590550682,0.32,0.17,0.4,0.25,0.23,0,0,23,0,1,5,4,1,0,0,0,0,0,TRUE,2,NA,0.651445034690474,0.691017589204973,2.4280908048823,0.230812283460018,0.0828949671789715,NA,2.61464634295426,NA,0.21924,0.22424,0.16644,0.12544,0.0908,0.06524,0.04568,0.03032,0.02068,0.01192,0.028276584972625,0.0085339186332023,0.000494003408804043,0.000938336532777652,0.382156770027482,0.661069951725705,0.659633108544343,0.153871588831668,3.63890950578851,0.0234060021779561,0.00056,0.00228,0.0076,0.019,0.07244,0.18736,0.35276,0.26384,0.08792,0.00624,0.62788,0.2184,0.0586,0.651445034690474,0.691017589204973
188,"YKIC080411Loc_DoubleSound",903,-24,38.1916,0.1559,0.4601,0.216109638,0.191365624,0.003194996,0.589329742,"Single",0.589329742,0.35,0.86,0.24,0.38,0.29,0,0,8,0,2,1,5,1,0,0,0,0,0,TRUE,NA,NA,0.364128472277609,0.320530585251669,1.85329984365222,0.320742160800319,0.0861608352600133,NA,1.81965535427176,NA,0.16972,0.16968,0.13524,0.11628,0.09716,0.08308,0.0706,0.06164,0.05588,0.04072,0.0388884471319166,0.0165597613838352,0.00135281500265828,0.00110051372896843,0.391938465537492,0.376127344480774,0.2816446550165,NA,2.52983412075002,NA,0.009,0.08508,0.22836,0.23116,0.19088,0.1214,0.07192,0.04328,0.0164,0.00252,0.79136,0.37684,0.14332,0.364128472277609,0.320530585251669
189,"YKIC111011_2Loc_DoubleSound",1100,-6,7.1245,0.1706,0.5632,0.178411602,0.58856846,0.007345539,0.225674399,"Average",0.58856846,0.58,0.7,0.31,0.38,0.63,0.01,0.04,5,0,0,0,0,0,5,4,0,0,0,TRUE,NA,NA,0.462795428762597,0.47734371146482,1.53083775478777,0.32431892205511,0.0851823314847476,NA,1.87160169291729,NA,0.17196,0.1678,0.13148,0.10768,0.09788,0.07972,0.0738,0.06628,0.05828,0.04512,0.0445399168324078,0.0136843088026002,0.000977811708466543,0.00143405654241604,0.407089994864781,0.468480404934094,0.491746857808283,NA,2.13304092344311,NA,0.00604,0.06016,0.12948,0.166,0.2056,0.19736,0.125,0.07892,0.02928,0.00216,0.81188,0.40164,0.15832,0.462795428762597,0.47734371146482
190,"YKIC110311Loc_DoubleSound",1100,6,72.3928,0.6045,0.1936,0.127357412,0.091890477,0.194999579,0.585752532,"Single",0.585752532,0.36,0.95,0.15,0.38,0.34,0,0,10,0,0,10,11,5,1,0,0,0,0,TRUE,NA,NA,0.545819747052391,0.556144213820022,1.87529682321727,0.286835319957041,0.0915021079158638,NA,2.0734417041209,NA,0.17432,0.19216,0.1498,0.12008,0.10144,0.0822,0.06504,0.0516,0.03896,0.0244,0.0432497180642883,0.00924807865937276,0.00191277224276543,0.000808645910637611,0.398365863750819,0.554636967631825,0.571394950879434,NA,3.08630716234487,NA,0.00112,0.00676,0.03348,0.10452,0.2062,0.28944,0.22424,0.1052,0.02784,0.0012,0.75172,0.32804,0.11076,0.545819747052391,0.556144213820022
191,"YKIC113011Loc_DoubleSound",1100,24,51.8464,0.2195,0.1479,0.228450013,0.1566662,0.032041035,0.582842752,"Single",0.582842752,0.5,0.15,0.49,0.24,0.49,0,0,6,0,0,2,2,1,1,0,0,1,1,TRUE,NA,NA,0.862334159743947,0.947635041928922,0.108750177375647,5.27524214479163,0.00058643299790607,0.147677425073148,0.0407130353011531,NA,3.91220955066941,NA,0.38396,0.21068,0.13032,0.08496,0.05872,0.04276,0.03244,0.0256,0.0192,0.01136,0.0204780156010326,0.00970320418727725,0.000819837747190762,0.00119617353178208,0.535846262118808,0.886474279684391,0.916640979388013,0.518659138006768,8.16271599943681,0.191729329799929,0.00104,0.00476,0.00872,0.01216,0.01512,0.0198,0.03284,0.0842,0.4126,0.40876,0.38908,0.13628,0.04128
192,"PSIC110910Loc_DoubleSound",609,-6,3.7834,0.8272,0.415,0.243142789,0.170758262,0.003587476,0.582511473,"Single",0.582511473,0.43,0.81,0.23,0.37,0.41,0.01,0.08,9,0,0,0,2,5,0,0,0,0,0,TRUE,NA,NA,0.666628621113326,0.800214067435921,1.86904259777497,0.290441442695113,0.0759848296590856,NA,2.0620583917103,NA,0.20168,0.1772,0.13252,0.10848,0.08776,0.07596,0.06276,0.05972,0.05288,0.04104,0.0340821054164646,0.0133439032669407,0.00135143892497152,0.00104791059120076,0.434879784381602,0.714003012569138,0.77771727100487,0.0488483958726772,3.18633519758373,0.00638001225262025,0.00056,0.00768,0.01724,0.03564,0.06628,0.136,0.20104,0.29592,0.20872,0.03092,0.74228,0.35648,0.13248,0.666628621113326,0.800214067435921
193,"PSIC102110Loc_DoubleSound",903,-6,9.0133,0.3217,0.1534,0.200924533,0.581743354,0.048107081,0.169225032,"Average",0.581743354,0.58,0.59,0.38,0.37,0.63,0,0.03,9,0,0,0,0,0,0,6,0,0,0,TRUE,NA,NA,0.792036233550127,0.95902880632581,0.0184473477939834,3.35455751586416,0.0151737296948094,0.230478617338689,0.0564387177323247,NA,2.55310933445965,NA,0.26792,0.1886,0.13364,0.10232,0.08116,0.06412,0.0526,0.04624,0.037,0.0264,0.0318619513153801,0.0128074789524192,0.000834290564058438,0.00132026940615923,0.486789830949686,0.796396771320045,0.911659789658305,0.855524136660347,3.10211968351489,2.97446082809303,0.00108,0.00728,0.0172,0.03104,0.0474,0.07784,0.12516,0.20188,0.293,0.19812,0.59468,0.25012,0.0856
194,"PSIC111710Loc_DoubleSound",903,24,25.2326,0.5262,0.8289,0.152820437,0.265327157,0.000379942,0.581472464,"Single",0.581472464,0.56,0.19,0.31,0.22,0.59,0,0,24,0,0,0,0,3,3,5,0,0,0,TRUE,NA,NA,0.790543574336403,0.960309076661567,3.61386477104015,0.194534305585256,0.047866312558938,NA,3.01345456951085,NA,0.31552,0.19264,0.13352,0.09392,0.07208,0.05944,0.04708,0.0362,0.03036,0.01924,0.0224882237705085,0.0077946469610692,0.000902964245873717,0.00113382888998732,0.578713295455145,0.827288582578816,0.897624948051693,NA,3.86268244424289,NA,0.00108,0.00616,0.012,0.02492,0.0414,0.06916,0.10096,0.17252,0.32836,0.24344,0.50764,0.20608,0.06984,0.790543574336403,0.960309076661567
195,"YKIC140219Loc_DoubleSound",609,6,16.7408,0.7401,0.2339,0.577485457,0.230000909,0.000112341,0.192401293,"Mixture",0.577485457,0.42,0.68,0.35,0.42,0.39,0,0,12,0,0,1,5,6,1,0,0,0,0,TRUE,2,NA,0.680147361016053,0.753343964735692,2.4930249279034,0.259666011229567,0.0755438389454703,NA,2.3111781685311,NA,0.20924,0.19684,0.1516,0.1184,0.09228,0.07204,0.05804,0.04512,0.03264,0.0238,0.0755155812738216,0.00709082482326179,0.000651711897451263,0.000977792515454742,0.340336369691157,0.697790413124384,0.742891544714639,0.144601079526115,3.73543200065753,0.0355402915182916,0.00068,0.0032,0.00884,0.0164,0.04324,0.15572,0.27896,0.34232,0.13944,0.0112,0.7208,0.29368,0.0964,0.680147361016053,0.753343964735692
196,"YKIC140219Loc_DoubleSound",1100,6,21.585,0.1406,0.2335,0.572130849,0.121761927,0.000387813,0.305719411,"Mixture",0.572130849,0.51,0.81,0.26,0.39,0.51,0,0,12,0,0,0,2,4,4,1,1,0,0,TRUE,2,NA,0.253589148801524,0.158581604165329,0.96916644343395,2.50058452958488,0.00977206579082172,0.251791974640275,0.0640441153881867,NA,2.35933253298989,NA,0.23652,0.1866,0.13948,0.10468,0.09084,0.0732,0.05956,0.04576,0.03692,0.02644,0.0443577546188751,0.0110588130852278,0.000988210404978853,0.00100379664747432,0.396468556020899,0.236187974027059,0.164208536140996,NA,3.15160252392629,NA,0.1008,0.29756,0.25088,0.16776,0.10128,0.0386,0.02112,0.01392,0.00672,0.00136,0.66836,0.28344,0.09532
197,"PSIC092710Loc_DoubleSound",903,-6,11.9901,0.4396,0.4872,0.230242581,0.571825258,0.03926107,0.158671091,"Average",0.571825258,0.48,0.57,0.32,0.34,0.47,0,0,11,0,0,0,0,6,2,0,0,0,0,TRUE,NA,NA,0.351050587346772,0.304460460296276,2.10081046901381,0.555473347074094,0.93041690244311,0.239119554806657,1.39590013893421,0.988113281137172,0.06208,0.09608,0.09932,0.09688,0.09256,0.09716,0.09404,0.09904,0.11844,0.1444,0.105175971209758,0.0380777305054566,0.0011673333666943,0.000851915762363911,0.262840624678002,0.30675554861457,0.266291007707582,NA,3.56021123987576,NA,0.02376,0.12352,0.33244,0.25968,0.1298,0.05728,0.04304,0.02216,0.00724,0.00108,1.58028,0.90968,0.41536,0.351050587346772,0.304460460296276
198,"YKIC140516Loc_DoubleSound",500,6,4.524,0.8228,0.4412,0.571218504,0.238858615,0.007674259,0.182248621,"Mixture",0.571218504,0.52,0.57,0.32,0.27,0.54,0.01,0.07,9,0,0,1,0,3,3,2,0,0,0,TRUE,1,NA,0.659026971412036,0.720673946014513,1.84889098023048,0.305595853042699,0.0818323017871021,NA,1.95652024870888,NA,0.1878,0.16784,0.1378,0.11108,0.09616,0.0812,0.07004,0.0584,0.05088,0.0388,0.0415460864364145,0.0157190320772761,0.0011228190379843,0.000978024645811849,0.390408272862867,0.646794848365127,0.741761853871156,NA,2.09526790560665,NA,0.00212,0.01576,0.04168,0.0782,0.11824,0.15896,0.18908,0.20716,0.14328,0.04552,0.76308,0.35516,0.1296,0.659026971412036,0.720673946014513
199,"PSIC110910Loc_DoubleSound",1100,-6,24.3947,0.84,0.4243,0.281929291,0.069871392,0.078073938,0.570125379,"Single",0.570125379,0.35,0.21,0.37,0.24,0.28,0,0,9,0,1,1,3,0,0,0,0,0,0,TRUE,NA,NA,0.442193672745335,0.483690275560112,1.7465571118767,0.333960789773421,0.0853606396057043,NA,1.77407942411641,NA,0.16436,0.16216,0.13372,0.11228,0.09544,0.08488,0.07624,0.06836,0.0574,0.04516,0.0549928705395804,0.0125369539046689,0.00160481294477459,0.00111889975944812,0.381184320640828,0.461760062369677,0.436979039823096,NA,2.10924908351868,NA,0.00752,0.0728,0.11268,0.17628,0.20768,0.17636,0.13764,0.08088,0.02476,0.0034,0.83492,0.4098,0.16196,0.442193672745335,0.483690275560112
200,"YKIC140603Loc_DoubleSound",500,-24,5.0987,0.7236,0.2205,0.566472505,0.165774519,0.05881686,0.208936117,"Mixture",0.566472505,0.4,0.35,0.36,0.33,0.34,0.02,0.04,6,0,0,0,4,3,0,0,0,0,0,TRUE,1,NA,0.743459786411217,0.943571841588568,2.75321079654827,0.19421621337228,0.0611589835962949,NA,3.01525780916142,NA,0.29268,0.2172,0.14504,0.09932,0.073,0.05728,0.04084,0.03388,0.02476,0.016,0.0144055173449396,0.00420147645423992,0.000611490413045971,0.000729686065405525,0.742498197182829,0.77431140835867,0.801173998636173,NA,4.28220015013692,NA,0.00072,0.0052,0.01044,0.02068,0.04612,0.07652,0.1308,0.31932,0.33976,0.05044,0.49332,0.19168,0.06204,0.743459786411217,0.943571841588568
201,"PSIC090910Loc_DoubleSound",903,-24,9.766,0.1946,0.7891,0.566303885,0.372237031,0.006393174,0.05506591,"Mixture",0.566303885,0.54,0.5,0.32,0.34,0.56,0.01,0.1,15,0,0,0,0,3,13,1,0,0,0,TRUE,NA,NA,0.271207871224369,0.189346449250866,2.49938174977958,0.268134605609218,0.0775859986090544,NA,2.21538721908594,NA,0.20772,0.1888,0.14848,0.11848,0.09692,0.07516,0.05928,0.0468,0.03604,0.02232,0.0387409123888166,0.0112275893884707,0.000933753525551575,0.00110222397021937,0.413446333512594,0.25499012874938,0.221694830045715,NA,4.05472759907509,NA,0.01568,0.264,0.37808,0.19096,0.07304,0.03868,0.02344,0.01076,0.00468,0.00068,0.6854,0.282,0.09092,0.271207871224369,0.189346449250866
202,"PSIC031711Loc_DoubleSound",1100,-6,9.3092,0.7521,0.3583,0.266788633,0.167328126,0.002501916,0.563381326,"Single",0.563381326,0.38,0.21,0.36,0.26,0.33,0,0.02,14,0,0,1,4,1,0,0,0,0,0,TRUE,NA,NA,0.608814719992862,0.650586616022746,1.98463483387196,0.275494716876831,0.0840196432809022,NA,2.23292322611782,NA,0.19808,0.19176,0.1408,0.10724,0.0926,0.07696,0.06488,0.05392,0.04324,0.03052,0.0412057691359902,0.00961566394871236,0.000854806012236218,0.000860382396151234,0.467984529470916,0.609255757020601,0.635729705214724,NA,2.66451084250765,NA,0.00112,0.0062,0.02884,0.08268,0.12812,0.22752,0.26328,0.18428,0.07184,0.00612,0.73244,0.33364,0.11724,0.608814719992862,0.650586616022746
203,"YKIC090911_1Loc_DoubleSound",1100,6,5.5452,0.4309,0.4284,0.216580158,0.214232254,0.006873413,0.562314175,"Single",0.562314175,0.39,0.85,0.2,0.38,0.36,0.02,0.08,5,0,0,1,5,2,0,0,0,0,0,TRUE,NA,NA,0.76320719104771,0.960637038316139,3.14632437067584,0.244313379895711,0.0621807690416549,NA,2.35218518471054,NA,0.2406,0.19112,0.14152,0.11328,0.08164,0.07152,0.05292,0.04428,0.03608,0.02704,0.016896291110475,0.00834586577492765,0.00102340406337539,0.00152483500181332,0.614075198495526,0.735025912993398,0.776037879142031,NA,2.89379720820863,NA,0.00116,0.00856,0.0188,0.03116,0.0534,0.10096,0.19052,0.28252,0.23024,0.08268,0.58576,0.24836,0.0878,0.76320719104771,0.960637038316139
204,"YKIC113011Loc_DoubleSound",500,24,18.7938,0.727,0.1451,0.291517393,0.133981224,0.012221536,0.562279846,"Single",0.562279846,0.42,0.17,0.39,0.36,0.35,0.01,0,6,0,3,0,1,0,0,0,1,1,0,TRUE,NA,NA,0.677061473821273,0.849771849286298,2.03807552941361,0.353095557149614,0.0762279088600966,0.88300686832097,1.73172241713903,0.739510230301381,0.17248,0.15052,0.12212,0.10012,0.08932,0.08028,0.07708,0.07064,0.07284,0.0646,0.161188981419545,0.01198564950372,0.000714881732775109,0.000729257358819164,0.318384352336064,0.72785151303725,0.785384889007574,0.850839204308776,2.58720962920826,2.49740874884086,0.00356,0.02544,0.0352,0.04948,0.06872,0.09564,0.16352,0.24168,0.24972,0.06704,0.8962,0.45552,0.18708,0.677061473821273,0.849771849286298
205,"YKIC110211_1Loc_DoubleSound",1100,-6,12.6264,0.174,0.1144,0.219891058,0.175551462,0.0424842,0.56207328,"Single",0.56207328,0.39,0.86,0.2,0.38,0.35,0.03,0.01,5,0,0,2,3,3,0,0,0,0,0,TRUE,NA,NA,0.841400434125398,0.964049807757789,5.10652608979092,0.176273865856401,0.0447698733847952,NA,3.23297635425611,NA,0.33872,0.20012,0.12672,0.09264,0.06632,0.05228,0.04236,0.03644,0.02672,0.01768,0.0248680371824544,0.0099165562596965,0.000707897760299466,0.00131934215946169,0.577121340882659,0.872628719882899,0.922780096431346,0.372599834849903,6.04231773410981,0.203632352803012,0.00132,0.00692,0.0124,0.0184,0.02472,0.03944,0.06512,0.12376,0.33652,0.3714,0.46804,0.1844,0.0604,0.841400434125398,0.964049807757789
206,"PSIC111810Loc_DoubleSound",903,-24,8.3138,0.5024,0.4138,0.239960323,0.195913569,0.002254377,0.561871731,"Single",0.561871731,0.57,0.25,0.38,0.24,0.61,0,0.01,7,0,0,0,0,2,1,3,1,0,0,TRUE,NA,NA,0.229788539485998,0.102406750897839,3.01820891283194,0.306651403881932,0.105183740467037,NA,1.88325959022088,NA,0.16016,0.18036,0.15092,0.1214,0.09832,0.08352,0.06784,0.05716,0.04616,0.03416,0.019205026814161,0.00742421614906967,0.000828507582820397,0.00175870837835899,0.584093736211058,0.19437944304917,0.124390725724354,0.590685417303258,3.71123084666805,0.23199460297658,0.1686,0.3476,0.25768,0.11716,0.04468,0.0234,0.02084,0.01252,0.00672,8e-04,0.86124,0.34908,0.11208,0.229788539485998,0.102406750897839
207,"PSIC092110Loc_DoubleSound",1100,-6,14.5618,0.1919,0.2307,0.273443649,0.560817514,0.021539653,0.144199184,"Average",0.560817514,0.57,0.53,0.4,0.4,0.6,0,0,15,0,0,0,0,0,3,9,0,0,0,TRUE,NA,NA,0.737635049333772,0.948806383434229,0.905448091482435,2.14833119768173,2.12321453307107,0.226286668247253,0.0650321922758036,NA,2.55596550862979,NA,0.25092,0.20572,0.14576,0.1098,0.08068,0.06724,0.05044,0.03892,0.03168,0.01884,0.025048690023747,0.00740896374895125,0.000573127845064917,0.00171419140876713,0.562448886944237,0.742705828175594,0.790980800766481,0.221915563333961,3.20210414687529,0.111893604821299,0.00092,0.00592,0.01248,0.02504,0.0442,0.08352,0.19692,0.31104,0.26356,0.0564,0.58384,0.23288,0.07456
208,"YKIC113011Loc_DoubleSound",903,24,46.5023,0.111,0.1451,0.21957583,0.182125797,0.038432277,0.559866096,"Single",0.559866096,0.37,0.14,0.4,0.22,0.31,0,0,7,0,0,4,1,3,0,0,0,0,0,TRUE,NA,NA,0.451092195656152,0.415312184110437,1.83806930106864,0.320723665497534,0.0926681014676964,NA,1.84570262500422,NA,0.15692,0.17296,0.14376,0.11336,0.10136,0.09028,0.07572,0.05872,0.05,0.03692,0.0640448632008621,0.0126589855923548,0.000866623649777055,0.00145912226201344,0.328870037809636,0.434055514917527,0.471233884711117,0.390634621805188,2.27126491049588,2.21051159789288,0.00292,0.04728,0.16436,0.21104,0.2232,0.18776,0.10568,0.04056,0.01448,0.00272,0.83896,0.39024,0.14112,0.451092195656152,0.415312184110437
209,"PSIC091710Loc_DoubleSound",903,-24,21.1911,0.3338,0.2358,0.559027762,0.367380882,0.000952561,0.072638794,"Mixture",0.559027762,0.43,0.48,0.38,0.33,0.4,0,0,21,0,0,0,2,7,2,0,0,0,0,TRUE,NA,NA,0.902641020959488,0.975624092139542,0.0543853199465705,9.02945995099733,0.000705629861833897,0.0749947043004323,0.0230605442871466,0.740059009664276,7.24703429864128,0.0890145836755377,0.58492,0.19388,0.08776,0.04996,0.03152,0.02112,0.01372,0.00836,0.00548,0.00328,0.00941435679351863,0.00379101795506273,0.000620645654165175,0.00099710642390438,0.72592076893598,0.942424246117713,0.947939555925085,0.758810877117327,14.3613552823687,0.189951827641051,0.00048,0.00232,0.00424,0.00844,0.01184,0.01632,0.01548,0.01832,0.06236,0.8602,0.17524,0.04804,0.0126
210,"YKIC140226Loc_DoubleSound",500,6,37.8055,0.1841,0.4033,0.558388531,0.10627765,0.000560041,0.334773777,"Mixture",0.558388531,0.37,0.84,0.25,0.38,0.31,0,0,13,0,1,6,5,4,4,0,0,0,0,TRUE,1,NA,0.419780027512334,0.392174527754035,1.68665615406959,0.298466490396547,0.0853927891131098,NA,1.96770560485972,NA,0.18128,0.17884,0.142,0.11476,0.096,0.08064,0.06732,0.05752,0.04852,0.03312,0.0328490662144106,0.0119110312003239,0.00114897726796316,0.000997572115179613,0.454577760534535,0.425684747524145,0.469489811951901,0.397291339718139,2.03152365453246,1.99964044030014,0.00708,0.09172,0.156,0.19524,0.2006,0.17008,0.1002,0.05364,0.02256,0.00288,0.75992,0.3492,0.12972,0.419780027512334,0.392174527754035
211,"PSIC042011Loc_DoubleSound",1100,24,6.3715,0.1995,0.1785,0.246367723,0.166238787,0.033526133,0.553867357,"Single",0.553867357,0.37,0.82,0.21,0.36,0.31,0.02,0.09,5,0,0,3,2,1,0,0,0,0,0,TRUE,NA,NA,0.164873470258644,0.0252893761025623,5.10314688193613,0.225223479473039,0.0518109698213902,NA,2.54488879037023,NA,0.27056,0.18976,0.13352,0.09964,0.08,0.0668,0.0532,0.04248,0.03776,0.02628,0.0236386381499309,0.00631281582006725,0.000957040416394404,0.00153931915231962,0.620459733852323,0.194587433889843,0.111210809452692,NA,3.60694618541071,NA,0.17608,0.3402,0.21308,0.12064,0.06352,0.03724,0.02644,0.01524,0.00628,0.00128,0.54872,0.23592,0.0826,0.164873470258644,0.0252893761025623
212,"YKIC110411_1Loc_DoubleSound",500,-24,59.3027,0.7025,0.3725,0.552113477,0.447400247,8.15e-08,0.000486195,"Mixture",0.552113477,0.5,0.81,0.28,0.34,0.51,0,0,14,0,0,2,5,4,7,3,1,0,0,TRUE,NA,NA,0.632211282124775,0.727514509499556,0.825488495612064,1.55750414508486,1.51195592081885,0.305868110350636,0.0787435914206057,NA,1.89963300680968,NA,0.18532,0.1708,0.13576,0.11304,0.0932,0.07972,0.06796,0.05876,0.05372,0.04172,0.0408505296299054,0.0119761160351276,0.00108935729946088,0.00124574504593162,0.419210125770869,0.618420278391264,0.727257498514483,0.61883742078087,1.94232229118354,1.85604353946117,0.00136,0.01388,0.04976,0.08612,0.13768,0.17676,0.18584,0.18964,0.11596,0.043,0.76036,0.35864,0.1404
213,"YKIC090811Loc_DoubleSound",500,-24,13.2896,0.1565,0.1704,0.185144895,0.551829288,8.24e-05,0.262943383,"Average",0.551829288,0.37,0.85,0.23,0.37,0.32,0.01,0,5,0,0,4,5,3,0,0,0,0,0,TRUE,NA,NA,0.566752496595229,0.570867367066735,1.70381574078504,0.314084345535474,0.0889006015517284,NA,1.90562381376918,NA,0.17352,0.16936,0.14016,0.11384,0.09496,0.08376,0.07056,0.06196,0.05472,0.03716,0.0445920982660216,0.0107642153718472,0.00113575673960703,0.00123018670968695,0.393757601220081,0.572328463151738,0.591455511491702,NA,2.29401480919792,NA,0.00548,0.02932,0.062,0.10396,0.15016,0.21508,0.20136,0.15468,0.06684,0.01112,0.79392,0.3758,0.14224,0.566752496595229,0.570867367066735
214,"PSIC111210Loc_DoubleSound",903,24,10.3105,0.6776,0.5633,0.297530438,0.551155252,0.004800963,0.146513347,"Average",0.551155252,0.61,0.55,0.38,0.31,0.65,0.01,0,8,0,0,0,0,0,1,9,0,0,0,TRUE,NA,NA,0.27398501667835,0.118390879433903,2.30516023058318,0.310580647275681,0.0768513133643387,0.893477312965739,1.87420784391736,0.570714353340626,0.18492,0.16672,0.13676,0.10596,0.08836,0.0788,0.06748,0.06236,0.05736,0.05128,0.0651717749098664,0.0333536281080969,0.00138030699964335,0.00067319020498412,0.305471140838339,0.23210399083662,0.165302998185489,0.501172469218803,3.50064816317288,0.634107977326464,0.0794,0.3264,0.25668,0.15116,0.07532,0.05712,0.03032,0.01476,0.00756,0.00128,0.79108,0.37712,0.1494,0.27398501667835,0.118390879433903
215,"YKIC092311_1Loc_DoubleSound",1100,-6,47.8326,0.4328,0.4299,0.183164795,0.162355158,0.106419227,0.54806082,"Single",0.54806082,0.33,0.89,0.19,0.39,0.26,0.01,0,5,0,0,8,2,0,0,1,0,0,0,TRUE,NA,NA,0.611218929777018,0.69080642681885,1.83542460379118,0.413112903783338,0.159328022332075,0.831942941651882,1.425448607261,0.780258316923086,0.08964,0.14288,0.13476,0.11784,0.10724,0.0978,0.09236,0.08144,0.07788,0.05816,0.0232204890170765,0.013852147726065,0.0013662224698621,0.000846245721438184,0.550479726487652,0.625619811732519,0.719599341045872,0.615840080573997,2.26752601890016,2.18967399971985,0.00152,0.013,0.03388,0.07064,0.12168,0.20332,0.21824,0.20816,0.11028,0.01928,1.13804,0.5682,0.22288,0.611218929777018,0.69080642681885
216,"PSIC090710Loc_DoubleSound",500,6,13.564,0.2357,0.8735,0.120810241,0.546602069,0.000127189,0.332460501,"Average",0.546602069,0.56,0.72,0.29,0.41,0.59,0,0,11,0,0,0,0,2,5,5,0,0,0,TRUE,NA,NA,0.686771257113378,0.741523225985199,2.41797929242816,0.357506115150209,0.166996438018043,NA,1.60090210590595,NA,0.10976,0.15964,0.15048,0.13636,0.11704,0.10056,0.08096,0.06444,0.04824,0.03252,0.0232458096199851,0.0122652746716807,0.00122991094961711,0.00130530099315094,0.48826286332211,0.712736577814315,0.726637661903575,0.345379370724991,3.56497334214483,0.227751815871479,0.00096,0.0052,0.014,0.02196,0.03428,0.11096,0.2698,0.33996,0.1738,0.02908,1.02584,0.43264,0.14028,0.686771257113378,0.741523225985199
