"X","CellId","AltFreq","AltPos","SepBF","Pval1","Pval2","PrMix","PrAve","PrOut","PrSing","WinModels","WinPr","MlpxRate","PrState1","Switch12","Switch21","ProbMlpx","PvalSep","PrBinSep","MinSampSize","Pswitch0_10","Pswitch10_20","Pswitch20_30","Pswitch30_40","Pswitch40_50","Pswitch50_60","Pswitch60_70","Pswitch70_80","Pswitch80_90","Pswitch90_100","Rule_5_5_5","PairId","Site","Alpha_mean","Alpha_Mode1","Alpha_Mode2","Alpha_ModeDen1","Alpha_ModeDen2","MinMax_Median","MinMax_Mode1","MinMax_Mode2","MinMax_ModeDen1","MinMax_ModeDen2","MinMax_Dec1Prob","MinMax_Dec2Prob","MinMax_Dec3Prob","MinMax_Dec4Prob","MinMax_Dec5Prob","MinMax_Dec6Prob","MinMax_Dec7Prob","MinMax_Dec8Prob","MinMax_Dec9Prob","MinMax_Dec10Prob","LS3_Median","LS5_Median","LS8_Median","LS12_Median","LS20_Median","Alpha_bar_median","Alpha_bar_Mode1","Alpha_bar_Mode2","Alpha_bar_ModeDen1","Alpha_bar_ModeDen2","Alpha_bar_Dec1Prob","Alpha_bar_Dec2Prob","Alpha_bar_Dec3Prob","Alpha_bar_Dec4Prob","Alpha_bar_Dec5Prob","Alpha_bar_Dec6Prob","Alpha_bar_Dec7Prob","Alpha_bar_Dec8Prob","Alpha_bar_Dec9Prob","Alpha_bar_Dec10Prob","Switch_0.2Mean","Switch_0.4Mean","Switch_0.6Mean"
75,"PSIC111610Loc_DoubleSound",1100,-24,37.6358,0.163,0.5623,0.946933435,0.044590855,1.49e-06,0.008474222,"Mixture",0.946933435,0.43,0.36,0.45,0.33,0.38,0.01,0,8,0,1,0,2,1,0,1,0,0,0,TRUE,NA,NA,0.434225375096301,0.429714139551034,1.91410274651726,0.363431661389758,0.0898329966440355,NA,1.64940195159675,NA,0.14828,0.15172,0.12884,0.11072,0.103,0.0904,0.08272,0.07188,0.06512,0.04732,0.0621458502792605,0.0325152132213074,0.00131877410140437,0.00103411549759227,0.316628628357772,0.440272989440565,0.375740317591357,NA,2.25582565994637,NA,0.00388,0.04176,0.15164,0.21592,0.20776,0.16308,0.11272,0.0698,0.02936,0.00408,0.87776,0.43884,0.1696,0.434225375096301,0.429714139551034
76,"YKIC140130Loc_DoubleSound",500,24,91.2166,0.3136,0.2537,0.060939405,0.939060595,6.92e-30,2.99e-14,"Average",0.939060595,0.62,0.61,0.48,0.47,0.83,0,0,11,3,2,2,1,3,4,3,5,7,7,TRUE,1,NA,0.36175387921179,0.0761485807056879,0.384866543978025,1.51128372760731,1.50315947912363,0.2226688505609,0.0752459867422607,NA,2.60113532404579,NA,0.24044,0.21904,0.1556,0.11416,0.087,0.06268,0.04664,0.03532,0.02416,0.01496,0.0147541843867884,0.00312143637134507,0.00102656322858782,0.00111667444612232,0.733167809110918,0.349944436640452,0.287478404939562,NA,2.48578806325832,NA,0.027,0.11872,0.23396,0.225,0.17936,0.11008,0.05692,0.03328,0.01424,0.00144,0.53444,0.21056,0.06508
77,"YKIC092311_1Loc_DoubleSound",903,24,23.7597,0.5641,0.498,0.021611086,0.936365996,0.000588726,0.041434191,"Average",0.936365996,0.7,0.33,0.48,0.36,0.8,0,0,7,0,0,0,0,0,0,1,3,2,0,TRUE,NA,NA,0.431391588511596,0.409883477259587,1.61831469773979,0.411627184500639,0.169028255739053,NA,1.45622940355703,NA,0.08836,0.14628,0.1328,0.11928,0.103,0.09472,0.08688,0.08216,0.07848,0.06804,0.0313883829682338,0.0104416118419569,0.00113408813765554,0.00103570480171804,0.517400939841495,0.419673836575296,0.424535101882835,0.15571749989616,2.58838892622172,0.898030504081652,0.01596,0.0824,0.13204,0.21948,0.25104,0.17532,0.07788,0.03424,0.01104,6e-04,1.18088,0.61524,0.25664,0.431391588511596,0.409883477259587
78,"YKIC131213Loc_DoubleSound",500,24,36.3209,0.3418,0.5441,0.016047484,0.934070678,9.49e-05,0.04978691,"Average",0.934070678,0.75,0.77,0.36,0.64,0.88,0,0,7,0,0,0,0,0,1,1,2,2,4,TRUE,1,NA,0.0380502411307486,0.0132962466507603,0.401447880308941,19.6985896701825,0.00964888896630701,0.0428391586590887,0.0143506205992866,0.363984220950341,11.2032559489655,0.288526853975901,0.7168,0.13576,0.05856,0.03004,0.02004,0.014,0.00984,0.0074,0.00476,0.0028,0.0175418900489745,0.00510914138001775,0.000905561500832797,0.00100063192022529,0.598693431191987,0.0298471922537435,0.0273166468216585,0.506132091665709,24.8414454556986,0.0996962867455669,0.95392,0.00292,0.00532,0.00712,0.00752,0.00776,0.00596,0.00584,0.00276,0.00088,0.1092,0.033,0.0096
79,"YKIC092911_1Loc_DoubleSound",1100,-6,5.9476,0.4318,0.4863,0.93351999,0.016380021,0.000133009,0.049966979,"Mixture",0.93351999,0.22,0.82,0.23,0.32,0.13,0.01,0,5,0,12,4,0,0,0,0,0,0,0,TRUE,NA,NA,0.567784797153073,0.677953160835356,1.55780790426168,0.273006367528319,0.0852126272305679,NA,2.20590857246897,NA,0.20076,0.19212,0.14052,0.11516,0.08972,0.08024,0.06244,0.05128,0.04084,0.02692,0.0246468387926964,0.00765813054068184,0.00150624563985991,0.00107197911645199,0.537502155249818,0.60775156675089,0.685843446740566,NA,2.65542289974997,NA,0.00228,0.03176,0.05528,0.09032,0.12132,0.18144,0.2494,0.18944,0.0742,0.00456,0.68348,0.30496,0.10652,0.567784797153073,0.677953160835356
80,"YKIC100111_1Loc_DoubleSound",609,-6,21.0721,0.438,0.2398,0.020147751,0.931962562,0.007272446,0.040617242,"Average",0.931962562,0.5,0.24,0.43,0.39,0.5,0,0,5,0,0,2,4,0,1,4,2,0,0,TRUE,NA,NA,0.508603873725718,0.513028029143707,2.02528840459295,0.343084657137762,0.0927216319989188,NA,1.77318278639369,NA,0.15088,0.1604,0.13436,0.1218,0.10984,0.09008,0.07824,0.064,0.05352,0.03688,0.068381230390448,0.0140807504703722,0.00120335490414447,0.00115396600866481,0.272498354470402,0.510936822152412,0.497179611642461,NA,2.80080691933362,NA,0.00296,0.01988,0.06256,0.13776,0.245,0.25664,0.15772,0.08812,0.0262,0.00316,0.88004,0.41584,0.14976,0.508603873725718,0.513028029143707
81,"YKIC110211_1Loc_DoubleSound",500,-6,26.5393,0.3383,0.1215,0.015220219,0.931712932,4.39e-05,0.053022946,"Average",0.931712932,0.51,0.83,0.24,0.36,0.52,0,0,7,0,0,0,1,2,6,1,0,0,0,TRUE,NA,NA,0.524450494232829,0.54331433490965,2.25358149993651,0.207935053861488,0.0851667870668533,NA,2.93744300181408,NA,0.23984,0.24352,0.16564,0.11512,0.0794,0.05744,0.04188,0.03016,0.01796,0.00904,0.013622936709419,0.00437898699893947,0.000352377905996038,0.000715276668946084,0.687722818354228,0.534514590878759,0.545643941179244,NA,3.47684889724364,NA,0.00316,0.015,0.0368,0.10076,0.22872,0.33412,0.20908,0.05968,0.01196,0.00072,0.54936,0.1958,0.05332,0.524450494232829,0.54331433490965
82,"YKIC110911Loc_DoubleSound",500,-24,27.2877,0.3184,0.2037,0.928201648,0.009274317,0.00873073,0.053793304,"Mixture",0.928201648,0.33,0.89,0.2,0.28,0.27,0,0,7,0,0,8,6,0,1,0,0,0,0,TRUE,NA,NA,0.400038508318117,0.48088021131895,0.231879392508385,1.8384752789195,1.61273349286519,0.324620704848087,0.182712344076629,0.933474817895858,1.89150730880457,0.423975899179019,0.10084,0.18608,0.17416,0.14184,0.10904,0.0876,0.0658,0.04916,0.04288,0.0426,0.0144564487668079,0.00381470034885108,0.00065506213982781,0.000775732943083929,0.730224105371714,0.378781260843991,0.3620000935485,NA,3.04046915096525,NA,0.00556,0.07528,0.18848,0.29392,0.23856,0.11072,0.05424,0.02348,0.00856,0.0012,0.93452,0.42,0.15948
83,"YKIC090911_1Loc_DoubleSound",903,-24,27.2229,0.1458,0.1618,0.067088887,0.925300376,3.07e-05,0.00758004,"Average",0.925300376,0.6,0.72,0.28,0.32,0.64,0,0,8,0,0,0,1,2,3,2,4,0,0,TRUE,NA,NA,0.318254670315539,0.136392400677159,0.779443942815678,1.97673239623877,0.338346428589625,0.224886773828842,0.0685951289836064,NA,2.56174766911711,NA,0.2468,0.2116,0.14848,0.10888,0.08552,0.06688,0.05008,0.03752,0.02736,0.01688,0.0151348810915542,0.00481206064101481,0.000680203472996597,0.0011615001334122,0.699751522100994,0.30134344398782,0.241278110539243,NA,2.59032317578649,NA,0.03524,0.20432,0.25696,0.21588,0.14364,0.07224,0.03996,0.01948,0.00884,0.00344,0.54776,0.2188,0.07072
84,"YKIC141016Loc_DoubleSound",500,-24,231.5399,0.1947,0.6164,0.012925303,0.922684066,0.001033537,0.063357094,"Average",0.922684066,0.41,0.94,0.29,0.6,0.28,0,0,22,6,6,0,3,2,1,3,2,3,1,TRUE,1,NA,0.42308906360784,0.422727933416435,2.19294729231102,0.273859553251944,0.0874317760449146,NA,2.17555624130999,NA,0.18744,0.19728,0.1494,0.1204,0.09924,0.07932,0.06096,0.04728,0.03636,0.02232,0.0326704871922979,0.00976052542941219,0.000763285226387969,0.00105972081346414,0.421381467628801,0.417671321248206,0.402082158865672,NA,3.21691177294269,NA,0.00308,0.03764,0.12312,0.2786,0.29044,0.16916,0.0658,0.02128,0.00908,0.0018,0.72572,0.30896,0.10176,0.42308906360784,0.422727933416435
85,"YKIC092311_1Loc_DoubleSound",1100,24,42.9195,0.572,0.4985,0.017156948,0.92196128,9.92e-05,0.06078258,"Average",0.92196128,0.65,0.2,0.29,0.27,0.77,0,0,7,0,0,1,2,0,0,0,1,1,4,TRUE,NA,NA,0.566123653503828,0.640771399888049,0.0454072587438146,1.45928039918155,0.449618775711064,0.34831344166489,0.087278755329704,0.897847639805595,1.74656781167792,0.662795327494067,0.16364,0.15364,0.12768,0.11068,0.09476,0.08004,0.07512,0.06624,0.06652,0.06168,0.0435903033525165,0.0177542836043752,0.00108470386691249,0.00121161347259485,0.451418079409786,0.580842692695454,0.537975544719035,0.681920183070245,2.61686353793742,2.16849018723813,0.00212,0.01684,0.0418,0.0764,0.15544,0.25124,0.21832,0.186,0.05,0.00184,0.839,0.43232,0.1832
86,"PSIC111510Loc_DoubleSound",1100,-24,44.246,0.2068,0.1294,0.037451199,0.916661926,1.1e-05,0.045875845,"Average",0.916661926,0.71,0.36,0.51,0.36,0.79,0,0,10,0,0,0,0,0,1,2,1,3,0,TRUE,NA,NA,0.700028452428384,0.74212141202496,2.58524406312251,0.218323904392975,0.0770405841867986,NA,2.69875061232466,NA,0.24332,0.22316,0.1536,0.11228,0.08416,0.06164,0.04508,0.0336,0.02724,0.01592,0.0217892092974078,0.00623147781326101,0.000651004862906665,0.000898469485778571,0.577662934797044,0.693352701032826,0.747257178424666,0.706640814169919,3.09460230930157,3.0752596148385,0.00136,0.00692,0.01544,0.02672,0.06396,0.14144,0.26456,0.29988,0.1606,0.01912,0.5756,0.21672,0.07032,0.700028452428384,0.74212141202496
87,"YKIC140225Loc_DoubleSound",500,6,5.3843,0.4374,0.2218,0.911456587,0.029354444,4.09e-05,0.05914807,"Mixture",0.911456587,0.52,0.63,0.37,0.37,0.55,0.01,0,5,0,1,1,1,0,0,2,2,0,0,TRUE,1,NA,0.36092707229213,0.344632186531126,3.3311230255957,0.553193167847767,0.620887654178808,0.510913512469705,1.39888602694777,1.35042190054789,0.03396,0.06956,0.08928,0.10852,0.12676,0.13292,0.13708,0.12604,0.10484,0.07104,0.526660673213552,0.0194662510863439,0.000513079861367898,0.000371110498316445,0.0756680200881347,0.334876745987553,0.303017530335931,0.727115987849881,4.40192568028742,0.0856619897898736,0.00172,0.05088,0.29672,0.39232,0.18732,0.04636,0.01484,0.00632,0.00304,0.00048,1.91976,0.98212,0.35064,0.36092707229213,0.344632186531126
88,"PSIC110110Loc_DoubleSound",1100,-24,43.1519,0.6397,0.5384,0.075377452,0.908148744,7.66e-05,0.016397161,"Average",0.908148744,0.72,0.44,0.53,0.45,0.83,0,0,10,0,0,0,0,0,0,1,1,4,0,TRUE,NA,NA,0.591275362291317,0.626893235159415,2.44017469978468,0.219913811599954,0.0809338343066596,NA,2.75820434771184,NA,0.23284,0.22992,0.16784,0.1226,0.08608,0.06088,0.043,0.02804,0.01896,0.00984,0.018722488377603,0.00527307556165719,0.000798219950652956,0.000439754583390898,0.577602584293856,0.60717539726857,0.620309087328246,NA,3.86855595676146,NA,0.00028,0.00368,0.01148,0.03952,0.11992,0.2984,0.34484,0.15504,0.02572,0.00112,0.58608,0.19976,0.05456,0.591275362291317,0.626893235159415
89,"YKIC092311_1Loc_DoubleSound",500,6,86.4757,0.1577,0.3286,0.028139164,0.900150837,0.001199449,0.07051055,"Average",0.900150837,0.39,0.21,0.33,0.22,0.33,0,0,8,0,0,4,0,0,0,0,1,0,0,TRUE,NA,NA,0.496008195709663,0.516007629476871,1.67662342175635,0.311806081118042,0.0985856721050488,NA,1.93988108472867,NA,0.16508,0.17924,0.14136,0.11412,0.09692,0.08356,0.0676,0.05848,0.05348,0.04016,0.062959431217557,0.0069609539872841,0.000728148765949744,0.00156519335758815,0.382100811408158,0.505649200584983,0.585330985166882,0.536473570649593,2.31311192183415,2.28129601005223,0.00084,0.04532,0.09244,0.15772,0.19108,0.22936,0.18976,0.07588,0.0168,8e-04,0.82636,0.39372,0.14956,0.496008195709663,0.516007629476871
90,"PSIC091710Loc_DoubleSound",1100,-24,38.8746,0.4719,0.2363,0.899173515,0.089244164,0.001043391,0.01053893,"Mixture",0.899173515,0.46,0.64,0.26,0.31,0.45,0,0,23,0,0,1,1,2,2,0,0,0,0,TRUE,NA,NA,0.546825440489321,0.618457336757498,1.37975947037081,0.417030571514904,0.188609066886681,NA,1.36133555361376,NA,0.08852,0.13496,0.13224,0.12412,0.10884,0.0988,0.09116,0.08064,0.07516,0.06556,0.0231060711511873,0.00646703670033126,0.000716133088692008,0.00176774416987258,0.622227161879998,0.564600251606764,0.587938666583361,NA,2.03381262343086,NA,0.00764,0.0406,0.07884,0.109,0.14292,0.19368,0.19464,0.15948,0.06064,0.01256,1.10152,0.56208,0.22624,0.546825440489321,0.618457336757498
91,"PSIC111910Loc_DoubleSound",1100,6,37.7721,0.5794,0.4467,0.101574866,0.896946417,9.4e-06,0.001469315,"Average",0.896946417,0.64,0.46,0.35,0.31,0.71,0,0,11,0,0,0,0,2,2,2,5,1,0,TRUE,NA,NA,0.561467297465981,0.584966682752351,1.66787052278846,0.307158962000157,0.0873239483935566,NA,1.95539836819524,NA,0.17436,0.17536,0.14252,0.10788,0.09476,0.08376,0.0728,0.06016,0.05168,0.03672,0.0290444739516782,0.0132329575720817,0.00145637658800124,0.00100703979939885,0.445759587487934,0.575471607193274,0.586254434086645,NA,2.63436805329859,NA,0.00188,0.0138,0.04728,0.0884,0.16864,0.24592,0.24328,0.14688,0.04232,0.0016,0.771,0.37064,0.1332,0.561467297465981,0.584966682752351
92,"YKIC092911_1Loc_DoubleSound",903,-6,16.2413,0.1642,0.4888,0.008458399,0.896375955,2.47e-05,0.095140992,"Average",0.896375955,0.54,0.78,0.37,0.47,0.58,0.01,0,5,0,0,0,2,1,6,4,0,1,0,TRUE,NA,NA,0.434576387337961,0.237862808273282,1.34146642562965,0.284491296092276,0.0788211167214488,NA,2.03937533563936,NA,0.19788,0.18228,0.14112,0.1146,0.09364,0.07872,0.06204,0.05216,0.04384,0.03372,0.0167114662480998,0.00648719103341883,0.000953524207478001,0.00116294836431106,0.65273719897584,0.442356863253555,0.321574479247741,0.513311142414233,2.06951867662383,1.98560278744822,0.00884,0.05924,0.1562,0.19836,0.18508,0.18284,0.10684,0.0696,0.03028,0.00272,0.66496,0.30724,0.11444,0.434576387337961,0.237862808273282
93,"PSIC111210Loc_DoubleSound",609,6,32.6712,0.755,0.4426,0.035778658,0.883023287,4.38e-05,0.081154243,"Average",0.883023287,0.65,0.76,0.29,0.4,0.73,0,0,12,0,0,0,0,0,3,2,1,2,0,TRUE,NA,NA,0.441961652719684,0.256420560799846,0.336462932921196,1.32314520811826,1.31116104927959,0.285692362308025,0.0835427283721337,NA,2.03509161427282,NA,0.1912,0.18164,0.14548,0.11512,0.09424,0.07808,0.06088,0.05544,0.04444,0.03348,0.0209570360241476,0.00815394515947171,0.00117233195128846,0.00151661862814422,0.583110586686292,0.456276160338749,0.468494446784896,NA,2.0891300971765,NA,0.00764,0.07376,0.13552,0.1692,0.20584,0.18968,0.11316,0.07056,0.03116,0.00348,0.68324,0.31548,0.11924
94,"YKIC110311Loc_DoubleSound",903,24,27.0637,0.5713,0.1782,0.878271919,0.01337726,0.001037129,0.107313692,"Mixture",0.878271919,0.18,0.83,0.34,0.38,0.06,0,0,16,7,8,4,2,0,0,0,0,0,0,TRUE,NA,NA,0.518486273875056,0.379192796979308,0.707179034777379,1.60863550684818,1.36700669034999,0.292937394528946,0.142198263490687,NA,2.06106484891991,NA,0.13824,0.20604,0.16556,0.13068,0.11004,0.08416,0.0664,0.04872,0.03096,0.0192,0.0273760494858543,0.00600872099055356,0.000486500571053763,0.000543579767319326,0.66578865356606,0.501161281294683,0.363301270918169,0.683576260823879,2.51900179836405,1.6743535692382,0.00044,0.00668,0.0908,0.23756,0.16324,0.15656,0.15748,0.12248,0.06016,0.0046,0.86288,0.3492,0.10252
95,"PSIC111510Loc_DoubleSound",1100,-6,21.486,0.2729,0.7306,0.876318195,0.052917244,9.13e-06,0.070755428,"Mixture",0.876318195,0.41,0.37,0.29,0.25,0.35,0,0,14,0,0,2,4,4,3,0,0,0,0,TRUE,NA,NA,0.42865559040633,0.416268684650904,2.41898389694994,0.367253541848046,0.0921453093286989,NA,1.5812190405749,NA,0.13716,0.15056,0.13092,0.12184,0.10672,0.09552,0.0834,0.07288,0.06072,0.04028,0.0962653899213001,0.0253944996766678,0.00122032855646445,0.000707228730544033,0.234030876488102,0.433722734709387,0.442352645621584,NA,2.53536219387559,NA,0.00452,0.0488,0.14336,0.2206,0.24436,0.19064,0.09972,0.03352,0.01308,0.0014,0.93456,0.44952,0.16332,0.42865559040633,0.416268684650904
96,"YKIC100111Loc_DoubleSound",609,-6,19.1768,0.4274,0.3193,0.872752356,0.092143933,1.25e-05,0.035091251,"Mixture",0.872752356,0.35,0.71,0.29,0.35,0.24,0,0,5,0,2,3,1,1,1,0,0,0,0,TRUE,NA,NA,0.619892319411886,0.617323270398459,2.36387990939219,0.320331617652648,0.0562575427230916,NA,1.8934467737818,NA,0.19784,0.14832,0.12948,0.11276,0.10228,0.08808,0.07388,0.06524,0.05072,0.0314,0.584752736421002,0.0151658222558715,0.000597149502123789,0.000334671192569917,0.0955141377106664,0.630714838861563,0.64295173190858,NA,3.07272775533806,NA,0.00092,0.00608,0.01604,0.0314,0.10956,0.2466,0.297,0.21652,0.07084,0.00504,0.69388,0.31876,0.114,0.619892319411886,0.617323270398459
97,"YKIC100111_1Loc_DoubleSound",1100,-24,51.2129,0.2323,0.2203,0.860128308,0.139837575,1.91e-09,3.41e-05,"Mixture",0.860128308,0.26,0.76,0.23,0.29,0.13,0,0,6,0,8,6,2,1,0,0,0,0,0,TRUE,NA,NA,0.650974628988158,0.686105849928458,2.59062553999671,0.228277886128605,0.0797503470773502,NA,2.66391557772902,NA,0.22796,0.22212,0.15772,0.1172,0.093,0.0676,0.04848,0.03452,0.02112,0.01028,0.022934573682315,0.00701186739991595,0.00085424953176752,0.000433831032085835,0.501733756083162,0.66076484168797,0.676883213726488,0.136331864178925,4.68743933023665,0.0264761851431491,0.00048,0.00328,0.01056,0.02624,0.05824,0.17524,0.4114,0.25468,0.05732,0.00256,0.62616,0.2244,0.06148,0.650974628988158,0.686105849928458
98,"PSIC092710Loc_DoubleSound",1100,-6,35.998,0.6433,0.4748,0.053331775,0.859484083,0.001665678,0.085518464,"Average",0.859484083,0.64,0.58,0.35,0.34,0.69,0,0,11,0,0,0,0,0,0,3,2,0,0,TRUE,NA,NA,0.375047914097173,0.347706339223605,2.5676168702184,0.252931611290698,0.0812470581167465,NA,2.45753895210636,NA,0.21376,0.20496,0.14344,0.121,0.09836,0.07852,0.05732,0.04104,0.02672,0.01488,0.0688176180812266,0.00626552231542613,0.000417517877555421,0.000293738681554463,0.45931015181553,0.364683299490151,0.357743716628145,NA,3.96610158150553,NA,0.0044,0.04984,0.20376,0.37548,0.22396,0.084,0.03488,0.01752,0.00508,0.00108,0.71156,0.2782,0.08252,0.375047914097173,0.347706339223605
99,"YKIC110911Loc_DoubleSound",609,-6,68.2942,0.419,0.5755,0.859254974,0.012735148,0.017890426,0.110119452,"Mixture",0.859254974,0.24,0.84,0.34,0.34,0.09,0,0,8,4,4,0,0,0,0,0,0,0,1,TRUE,NA,NA,0.631555285400346,0.658825705024249,2.42957013697237,0.241543816072261,0.0836265265619663,NA,2.52324672257663,NA,0.21832,0.21188,0.15336,0.11792,0.09024,0.07136,0.0532,0.0374,0.02784,0.01848,0.0286539542086146,0.00692515967541795,0.000691198554526827,0.000692904055909288,0.524003560260186,0.63775620989928,0.641285971143045,0.940425346116911,3.37252712780863,0.0905205244225742,0.00064,0.008,0.01964,0.03556,0.0888,0.22456,0.32432,0.22648,0.06516,0.00684,0.65604,0.25696,0.07864,0.631555285400346,0.658825705024249
100,"YKIC140220Loc_DoubleSound",500,24,82.1458,0.1067,0.1649,0.858901861,0.141097998,7.9e-11,1.42e-07,"Mixture",0.858901861,0.79,0.23,0.33,0.27,0.94,0,0,22,0,0,0,1,1,2,3,7,3,15,TRUE,2,NA,0.79790750623227,0.941032330928109,3.56686721404907,0.238971027422266,0.0511116321818396,NA,2.52664045277169,NA,0.26748,0.178,0.132,0.10516,0.0832,0.06812,0.05512,0.04432,0.03896,0.02764,0.0281812248894704,0.0163623698524211,0.00159581661163283,0.00268016798178558,0.387148717567149,0.847629634781212,0.855685257692059,0.554762276476405,5.21849923303792,0.317529599939844,0.00072,0.00752,0.01572,0.0218,0.024,0.02984,0.05304,0.14692,0.46456,0.23588,0.59088,0.24192,0.08448,0.79790750623227,0.941032330928109
101,"PSIC091410Loc_DoubleSound",1100,-24,26.5305,0.6305,0.563,0.098558607,0.858813137,0.004132371,0.038495885,"Average",0.858813137,0.74,0.57,0.29,0.31,0.85,0,0,22,0,0,0,0,0,0,1,15,4,0,TRUE,NA,NA,0.599135545735921,0.608516084024756,2.13669082484813,0.3190132960613,0.0935864652405719,NA,1.9006064468589,NA,0.16044,0.174,0.14148,0.1226,0.10728,0.0926,0.07572,0.06108,0.0404,0.0244,0.0810691680302713,0.00908167193956244,0.000680496407537002,0.000847588277292878,0.298322822474714,0.610316639418069,0.643356535188661,NA,3.12102379635392,NA,4e-04,0.00504,0.01536,0.0478,0.14468,0.25556,0.30032,0.17064,0.05776,0.00244,0.84112,0.3714,0.11904,0.599135545735921,0.608516084024756
102,"PSIC111910Loc_DoubleSound",1100,24,50.9651,0.3246,0.1193,0.041263288,0.851307315,0.000178257,0.10725114,"Average",0.851307315,0.52,0.14,0.47,0.26,0.53,0,0,9,0,0,0,4,4,1,1,4,0,0,TRUE,NA,NA,0.765783689031935,0.9267271046868,2.86512640761357,0.23993963089929,0.0943406725949943,NA,2.46557711241833,NA,0.19964,0.22492,0.17144,0.12608,0.09256,0.06504,0.04444,0.03476,0.02264,0.01848,0.0114254348574125,0.00302867537213595,0.0002955411509512,0.000631079572196025,0.839254986684516,0.812647305454641,0.829613905800069,0.400720205753338,5.39916990187835,0.111688891698602,0.00044,0.00168,0.00448,0.00696,0.01636,0.03784,0.08256,0.28756,0.479,0.08312,0.63492,0.21984,0.06472,0.765783689031935,0.9267271046868
103,"YKIC141009Loc_DoubleSound",500,24,12.3012,0.352,0.3997,0.847226391,0.107960773,7.28e-05,0.044739999,"Mixture",0.847226391,0.7,0.56,0.32,0.36,0.81,0.01,0,7,0,0,0,0,0,2,4,0,3,1,TRUE,1,NA,0.417936086891599,0.494558073817145,1.84338985925942,0.272378817947818,0.0859267329057219,NA,2.18877359963191,NA,0.19212,0.1956,0.14844,0.11924,0.0912,0.07396,0.05912,0.05148,0.041,0.02784,0.0412386009702267,0.00842195765915275,0.000691946689771619,0.000935180065457528,0.543128932404869,0.420749238407757,0.396872196922273,NA,2.94157868473238,NA,0.0042,0.05076,0.12376,0.26024,0.2606,0.16312,0.08204,0.0422,0.01168,0.0014,0.72224,0.32148,0.11564,0.417936086891599,0.494558073817145
104,"PSIC090710Loc_DoubleSound",903,-24,18.6158,0.1355,0.4208,0.064137633,0.846094692,0.017097483,0.072670192,"Average",0.846094692,0.71,0.48,0.47,0.37,0.81,0,0,12,0,0,0,0,0,0,0,7,0,0,TRUE,NA,NA,0.426994376052716,0.41611735084135,1.78616908430507,0.319156446759157,0.0947563269284211,NA,1.88275442701945,NA,0.16892,0.17448,0.13292,0.10932,0.09672,0.08176,0.07412,0.062,0.05664,0.04312,0.0494030206479342,0.0120155333837666,0.00124480290092062,0.00117474020663751,0.374257666903872,0.431034379681067,0.423447786957018,NA,2.26735873683345,NA,0.00744,0.0728,0.14932,0.19844,0.21968,0.181,0.10176,0.04996,0.0176,0.002,0.81852,0.39556,0.15248,0.426994376052716,0.41611735084135
105,"PSIC092010Loc_DoubleSound",609,6,15.487,0.3134,0.7512,0.024439207,0.844959476,0.017928447,0.11267287,"Average",0.844959476,0.77,0.41,0.37,0.36,0.89,0,0,15,0,0,0,0,0,0,0,10,7,0,TRUE,NA,NA,0.526324715147048,0.506874023302576,1.85014918235238,0.38192553927242,0.198985742333219,NA,1.58498709098992,NA,0.0812,0.15328,0.15352,0.13396,0.11604,0.10372,0.08732,0.07008,0.0602,0.04068,0.0279690514117111,0.00585792452604037,0.000694965692685663,0.000708331669879219,0.594786034090111,0.528138917804136,0.52799620297771,NA,2.39819246765771,NA,0.00304,0.02996,0.06104,0.12636,0.21136,0.2344,0.19068,0.101,0.03676,0.0054,1.1244,0.531,0.1886,0.526324715147048,0.506874023302576
106,"PSIC111610Loc_DoubleSound",903,-24,23.0034,0.1301,0.5611,0.146869318,0.843232901,0.000980927,0.008916854,"Average",0.843232901,0.61,0.58,0.36,0.35,0.66,0,0,8,0,0,0,0,1,2,2,4,0,0,TRUE,NA,NA,0.427057050058939,0.418390044532952,1.78963578196913,0.311872390100092,0.0963826445742797,NA,1.91563795254473,NA,0.1684,0.17948,0.13752,0.11588,0.09288,0.08292,0.07076,0.06108,0.05132,0.03976,0.0569304735911467,0.0114913514343035,0.000967839817164404,0.00122140292022987,0.397492502365345,0.434595482845348,0.407158701718205,NA,2.37141117675717,NA,0.00736,0.05584,0.14336,0.2102,0.22512,0.16312,0.114,0.06004,0.01884,0.00212,0.8032,0.38436,0.14356,0.427057050058939,0.418390044532952
107,"PSIC093010Loc_DoubleSound",903,-24,38.717,0.1257,0.7416,0.840845831,0.141274997,5.87e-06,0.017873306,"Mixture",0.840845831,0.4,0.36,0.32,0.27,0.35,0,0,16,0,0,3,2,3,0,0,0,0,0,TRUE,NA,NA,0.255756971135545,0.166386087982463,2.58189410608486,0.220844290722738,0.0666997308054795,NA,2.65305482894689,NA,0.25444,0.21148,0.14772,0.11196,0.08128,0.06348,0.04792,0.03652,0.02692,0.01828,0.0175838708648128,0.00545221545400268,0.000788739916256931,0.00117344014721363,0.658797409343642,0.285987652083837,0.204374611647373,NA,3.03557407843889,NA,0.03028,0.22428,0.27968,0.189,0.1264,0.07616,0.04204,0.01964,0.01088,0.00164,0.55344,0.22024,0.07148,0.255756971135545,0.166386087982463
